ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2346	"ENSMUSG00000002055"	"Spag5"	chr11	+	78313512	78313939	78313512	78313647	78313819	78313939
2347	"ENSMUSG00000002055"	"Spag5"	chr11	+	78314163	78314456	78314163	78314256	78314342	78314456
2348	"ENSMUSG00000036438"	"Calm2"	chr17	-	87435603	87435934	87435603	87435710	87435790	87435934
2349	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139633714	139633989	139633714	139633808	139633896	139633989
2350	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139640612	139642273	139640612	139640686	139642076	139642273
2351	"ENSMUSG00000090121"	"Abhd12b"	chr12	+	70161450	70163497	70161450	70161553	70163377	70163497
2352	"ENSMUSG00000025330"	"Padi4"	chr4	-	140757501	140757925	140757501	140757613	140757821	140757925
2353	"ENSMUSG00000040860"	"Crocc"	chr4	-	141017853	141018381	141017853	141018033	141018249	141018381
2354	"ENSMUSG00000040860"	"Crocc"	chr4	-	141019707	141020489	141019707	141019932	141020273	141020489
2355	"ENSMUSG00000028923"	"Necap2"	chr4	-	141073507	141073779	141073507	141073589	141073674	141073779
2356	"ENSMUSG00000073795"	"6430531B16Rik"	chr7	-	139978033	139978723	139978033	139978145	139978546	139978723
2357	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141464236	141464702	141464236	141464471	141464559	141464702
2358	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141464236	141464702	141464236	141464478	141464559	141464702
2359	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141465523	141465842	141465523	141465640	141465721	141465842
2360	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141465523	141466107	141465523	141465640	141465976	141466107
2361	"ENSMUSG00000043085"	"Tmem82"	chr4	-	141614944	141616621	141614944	141615110	141616203	141616621
2362	"ENSMUSG00000043085"	"Tmem82"	chr4	-	141614944	141616621	141614944	141615135	141616203	141616621
2363	"ENSMUSG00000062478"	"Ctrc"	chr4	-	141845181	141845272	141845181	141845187	141845189	141845272
2364	"ENSMUSG00000004394"	"Tmed4"	chr11	-	6274397	6274870	6274397	6274498	6274673	6274870
2365	"ENSMUSG00000066800"	"Rnasel"	chr1	+	153758382	153758588	153758382	153758419	153758527	153758588
2366	"ENSMUSG00000066800"	"Rnasel"	chr1	+	153759543	153760814	153759543	153759676	153760774	153760814
2367	"ENSMUSG00000027710"	"Acad9"	chr3	+	36074349	36075343	36074349	36074456	36075242	36075343
2368	"ENSMUSG00000027710"	"Acad9"	chr3	+	36087759	36088614	36087759	36087799	36088487	36088614
2369	"ENSMUSG00000079553"	"Kifc1"	chr17	-	33884588	33884986	33884588	33884681	33884741	33884986
2370	"ENSMUSG00000079553"	"Kifc1"	chr17	-	33884588	33885218	33884588	33884986	33885167	33885218
2371	"ENSMUSG00000029022"	"Miip"	chr4	-	147862437	147862949	147862437	147862567	147862896	147862949
2372	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791
2373	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791
2374	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791
2375	"ENSMUSG00000028975"	"Pex14"	chr4	-	148967523	148970635	148967523	148967626	148970549	148970635
2376	"ENSMUSG00000045031"	"Cetn4"	chr3	-	37310292	37312446	37310292	37310439	37312356	37312446
2377	"ENSMUSG00000028948"	"Nol9"	chr4	+	152045694	152046644	152045694	152045830	152046546	152046644
2378	"ENSMUSG00000028943"	"Espn"	chr4	-	152128068	152128553	152128068	152128332	152128407	152128553
2379	"ENSMUSG00000028943"	"Espn"	chr4	-	152130768	152131294	152130768	152130961	152131051	152131294
2380	"ENSMUSG00000078350"	"Smim1"	chr4	-	154024066	154025621	154024066	154024193	154025503	154025621
2381	"ENSMUSG00000078350"	"Smim1"	chr4	-	154024066	154025621	154024066	154024350	154025503	154025621
2382	"ENSMUSG00000042042"	"Csgalnact2"	chr6	-	118124311	118126338	118124311	118124413	118126121	118126338
2383	"ENSMUSG00000053198"	"Prx"	chr7	+	27515250	27520214	27515250	27515447	27516039	27520214
2384	"ENSMUSG00000029055"	"Plch2"	chr4	-	154983366	154985392	154983366	154984965	154985365	154985392
2385	"ENSMUSG00000029055"	"Plch2"	chr4	-	154985365	154987016	154985365	154985392	154986214	154987016
2386	"ENSMUSG00000029055"	"Plch2"	chr4	-	154985365	154987016	154985365	154985392	154986718	154987016
2387	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469443	155469503
2388	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469461	155469503
2389	"ENSMUSG00000010796"	"Asz1"	chr6	-	18054527	18055540	18054527	18054641	18055434	18055540
2390	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155853636	155854086	155853636	155853758	155853982	155854086
2391	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155854800	155854565	155854659	155854730	155854800
2392	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155855025	155854565	155854800	155854885	155855025
2393	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155855180	155854565	155855025	155855103	155855180
2394	"ENSMUSG00000051557"	"Pusl1"	chr4	-	155891051	155891415	155891051	155891239	155891357	155891415
2395	"ENSMUSG00000029033"	"Acap3"	chr4	+	155903310	155903858	155903310	155903467	155903750	155903858
2396	"ENSMUSG00000029033"	"Acap3"	chr4	+	155903310	155903858	155903310	155903513	155903750	155903858
2397	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89210106	89210448	89210106	89210183	89210265	89210448
2398	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89212682	89212946	89212682	89212762	89212876	89212946
2399	"ENSMUSG00000059939"	"9430015G10Rik"	chr4	+	156121932	156122416	156121932	156122028	156122350	156122416
2400	"ENSMUSG00000059939"	"9430015G10Rik"	chr4	+	156123975	156124122	156123975	156124001	156124091	156124122
2401	"ENSMUSG00000041936"	"Agrn"	chr4	-	156167776	156168569	156167776	156167809	156168545	156168569
2402	"ENSMUSG00000041936"	"Agrn"	chr4	-	156173002	156173680	156173002	156173130	156173542	156173680
2403	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156237342	156237728	156237342	156237517	156237599	156237728
2404	"ENSMUSG00000029283"	"Cdc7"	chr5	+	106974600	106975660	106974600	106974696	106975484	106975660
2405	"ENSMUSG00000054099"	"Slc25a40"	chr5	+	8440720	8442571	8440720	8440788	8442446	8442571
2406	"ENSMUSG00000068115"	"Ninl"	chr2	-	150966077	150966364	150966077	150966242	150966323	150966364
2407	"ENSMUSG00000063531"	"Sema3e"	chr5	+	14225552	14226530	14225552	14225695	14226415	14226530
2408	"ENSMUSG00000061601"	"Pclo"	chr5	+	14674954	14682387	14674954	14680013	14680369	14682387
2409	"ENSMUSG00000000787"	"Ddx3x"	chrX	+	13287224	13287563	13287224	13287383	13287463	13287563
2410	"ENSMUSG00000000787"	"Ddx3x"	chrX	+	13288278	13288671	13288278	13288364	13288572	13288671
2411	"ENSMUSG00000036054"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70261230	70261317
2412	"ENSMUSG00000029014"	"Dnajc2"	chr5	-	21761540	21763515	21761540	21761725	21763445	21763515
2413	"ENSMUSG00000029012"	"Orc5"	chr5	-	22526362	22526583	22526362	22526453	22526534	22526583
2414	"ENSMUSG00000028999"	"Rint1"	chr5	+	23809783	23810194	23809783	23809894	23809968	23810194
2415	"ENSMUSG00000030795"	"Fus"	chr7	+	127972553	127975920	127972553	127972770	127975887	127975920
2416	"ENSMUSG00000038276"	"Asic3"	chr5	+	24415389	24415937	24415389	24415540	24415809	24415937
2417	"ENSMUSG00000038276"	"Asic3"	chr5	+	24417494	24417834	24417494	24417553	24417667	24417834
2418	"ENSMUSG00000028959"	"Fastk"	chr5	-	24441527	24441823	24441527	24441663	24441731	24441823
2419	"ENSMUSG00000028959"	"Fastk"	chr5	-	24441923	24442395	24441923	24442083	24442181	24442395
2420	"ENSMUSG00000028959"	"Fastk"	chr5	-	24443894	24444395	24443894	24444126	24444374	24444395
2421	"ENSMUSG00000055235"	"Wdr86"	chr5	-	24712849	24715661	24712849	24712953	24715525	24715661
2422	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31032729	31035283	31032729	31033018	31035208	31035283
2423	"ENSMUSG00000062372"	"Otof"	chr5	-	30383030	30383673	30383030	30383220	30383520	30383673
2424	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30871419	30871855	30871419	30871570	30871720	30871855
2425	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30872686	30872904	30872686	30872768	30872860	30872904
2426	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30872686	30873144	30872686	30872768	30873042	30873144
2427	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30872686	30873144	30872686	30872904	30873042	30873144
2428	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30874850	30875886	30874850	30874968	30875789	30875886
2429	"ENSMUSG00000006638"	"Abhd1"	chr5	+	30954090	30954265	30954090	30954154	30954155	30954265
2430	"ENSMUSG00000106864"	"Gtf3c2"	chr5	-	31159433	31159861	31159433	31159521	31159699	31159861
2431	"ENSMUSG00000106864"	"Gtf3c2"	chr5	-	31167988	31168478	31167988	31168100	31168250	31168478
2432	"ENSMUSG00000029146"	"Snx17"	chr5	+	31195745	31196041	31195745	31195856	31195950	31196041
2433	"ENSMUSG00000029146"	"Snx17"	chr5	+	31195950	31196264	31195950	31196041	31196176	31196264
2434	"ENSMUSG00000063870"	"Chd4"	chr6	+	125120204	125120556	125120204	125120385	125120469	125120556
2435	"ENSMUSG00000029148"	"Nrbp1"	chr5	+	31243762	31243991	31243762	31243832	31243899	31243991
2436	"ENSMUSG00000029148"	"Nrbp1"	chr5	+	31243762	31243991	31243762	31243832	31243917	31243991
2437	"ENSMUSG00000029148"	"Nrbp1"	chr5	+	31244165	31244559	31244165	31244288	31244457	31244559
2438	"ENSMUSG00000029148"	"Nrbp1"	chr5	+	31250089	31250365	31250089	31250140	31250229	31250365
2439	"ENSMUSG00000038564"	"Ift172"	chr5	-	31285762	31286117	31285762	31285828	31286077	31286117
2440	"ENSMUSG00000023452"	"Pisd"	chr5	-	32738781	32739373	32738781	32738920	32739136	32739373
2441	"ENSMUSG00000023452"	"Pisd"	chr5	-	32738781	32739373	32738781	32738920	32739183	32739373
2442	"ENSMUSG00000037379"	"Spon2"	chr5	-	33216332	33216820	33216332	33216524	33216596	33216820
2443	"ENSMUSG00000054252"	"Fgfr3"	chr5	+	33730143	33732261	33730143	33730334	33732116	33732261
2444	"ENSMUSG00000054252"	"Fgfr3"	chr5	+	33734346	33734623	33734346	33734469	33734552	33734623
2445	"ENSMUSG00000005299"	"Letm1"	chr5	-	33745015	33746374	33745015	33745203	33746239	33746374
2446	"ENSMUSG00000103326"	"Ctla4"	chrCHR_MMCHR1_CHORI29_IDD5_1	+	60938805	60939153	60938805	60938991	60939140	60939153
2447	"ENSMUSG00000029104"	"Htt"	chr5	+	34898796	34899927	34898796	34898926	34899771	34899927
2448	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424
2449	"ENSMUSG00000023960"	"Enpp5"	chr17	+	44080646	44081510	44080646	44080774	44080937	44081510
2450	"ENSMUSG00000023960"	"Enpp5"	chr17	+	44082743	44086567	44082743	44082920	44085204	44086567
2451	"ENSMUSG00000036553"	"Sh3tc1"	chr5	-	35699710	35700407	35699710	35699795	35700256	35700407
2452	"ENSMUSG00000036553"	"Sh3tc1"	chr5	-	35699710	35700407	35699710	35699907	35700256	35700407
2453	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36507577	36508431	36507577	36507706	36508359	36508431
2454	"ENSMUSG00000003031"	"Cdkn1b"	chr6	+	134921955	134925513	134921955	134922083	134924242	134925513
2455	"ENSMUSG00000051596"	"Otop1"	chr5	+	38299622	38300531	38299622	38300287	38300291	38300531
2456	"ENSMUSG00000051596"	"Otop1"	chr5	+	38299622	38300531	38299622	38300290	38300291	38300531
2457	"ENSMUSG00000006567"	"Atp7b"	chr8	-	22027529	22028736	22027529	22027679	22027988	22028736
2458	"ENSMUSG00000040669"	"Phc1"	chr6	-	122321871	122322472	122321871	122322083	122322324	122322472
2459	"ENSMUSG00000015880"	"Ncapg"	chr5	+	45691601	45693338	45691601	45691826	45693156	45693338
2460	"ENSMUSG00000015880"	"Ncapg"	chr5	+	45696032	45696544	45696032	45696168	45696472	45696544
2461	"ENSMUSG00000084845"	"Tmem240"	chr4	+	155735397	155740564	155735397	155735504	155739845	155740564
2462	"ENSMUSG00000028759"	"Hp1bp3"	chr4	+	138225888	138228787	138225888	138226048	138228643	138228787
2463	"ENSMUSG00000028759"	"Hp1bp3"	chr4	+	138225888	138228787	138225888	138226052	138228647	138228787
2464	"ENSMUSG00000072591"	"5930412G12Rik"	chr5	-	128585271	128585406	128585271	128585350	128585354	128585406
2465	"ENSMUSG00000037971"	"1110032A03Rik"	chr9	-	50764223	50764926	50764223	50764290	50764695	50764926
2466	"ENSMUSG00000037971"	"1110032A03Rik"	chr9	-	50764223	50764926	50764223	50764290	50764764	50764926
2467	"ENSMUSG00000005103"	"Wdr1"	chr5	-	38545673	38547091	38545673	38545854	38546943	38547091
2468	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16992277	16993573	16992277	16992319	16993452	16993573
2469	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16997633	16997856	16997633	16997656	16997773	16997856
2470	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16997633	16997856	16997633	16997703	16997773	16997856
2471	"ENSMUSG00000020234"	"4930404N11Rik"	chr10	-	81364541	81364980	81364541	81364667	81364741	81364980
2472	"ENSMUSG00000029199"	"Lias"	chr5	+	65392219	65392389	65392219	65392243	65392334	65392389
2473	"ENSMUSG00000037736"	"Limch1"	chr5	+	66998646	66999388	66998646	66998804	66998979	66999388
2474	"ENSMUSG00000029221"	"Slc30a9"	chr5	+	67342093	67344569	67342093	67342229	67344529	67344569
2475	"ENSMUSG00000092060"	"Bend4"	chr5	-	67392147	67400301	67392147	67398450	67400060	67400301
2476	"ENSMUSG00000092060"	"Bend4"	chr5	-	67392147	67400301	67392147	67398450	67400131	67400301
2477	"ENSMUSG00000024220"	"Zfp523"	chr17	+	28201260	28202348	28201260	28201440	28202114	28202348
2478	"ENSMUSG00000046413"	"Irx3os"	chr8	+	91804441	91804843	91804441	91804627	91804629	91804843
2479	"ENSMUSG00000026972"	"Arrdc1"	chr2	-	24925755	24926448	24925755	24926194	24926271	24926448
2480	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76888029	76888834	76888029	76888136	76888592	76888834
2481	"ENSMUSG00000029246"	"Ppat"	chr5	-	76919370	76919907	76919370	76919498	76919755	76919907
2482	"ENSMUSG00000029260"	"Ugt2b34"	chr5	-	86889766	86892962	86889766	86891481	86892742	86892962
2483	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44551954	44552620	44551954	44552236	44552506	44552620
2484	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44551954	44552620	44551954	44552245	44552506	44552620
2485	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44553578	44553923	44553578	44553708	44553804	44553923
2486	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44553578	44553923	44553578	44553708	44553808	44553923
2487	"ENSMUSG00000070702"	"Csn1s1"	chr5	+	87677598	87678083	87677598	87677640	87678041	87678083
2488	"ENSMUSG00000063157"	"Csn2"	chr5	-	87696153	87698090	87696153	87696177	87698027	87698090
2489	"ENSMUSG00000073889"	"Il11ra1"	chr4	+	41763824	41765121	41763824	41763885	41765006	41765121
2490	"ENSMUSG00000073889"	"Il11ra1"	chr4	+	41765274	41765552	41765274	41765307	41765385	41765552
2491	"ENSMUSG00000073889"	"Il11ra1"	chr4	+	41765385	41766274	41765385	41765552	41766110	41766274
2492	"ENSMUSG00000029291"	"Rufy3"	chr5	+	88614940	88616579	88614940	88615114	88616461	88616579
2493	"ENSMUSG00000042185"	"Nfrkb"	chr9	+	31397719	31398644	31397719	31397793	31398559	31398644
2494	"ENSMUSG00000042185"	"Nfrkb"	chr9	+	31402234	31403074	31402234	31402278	31403013	31403074
2495	"ENSMUSG00000057335"	"Cep170"	chr1	-	176733661	176736895	176733661	176735981	176736843	176736895
2496	"ENSMUSG00000057335"	"Cep170"	chr1	-	176769232	176769870	176769232	176769526	176769712	176769870
2497	"ENSMUSG00000059934"	"Prh1"	chr6	+	132571595	132572401	132571595	132571918	132572002	132572401
2498	"ENSMUSG00000029381"	"Shroom3"	chr5	+	92939976	92943139	92939976	92942109	92942502	92943139
2499	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100363376	100363947	100363376	100363448	100363827	100363947
2500	"ENSMUSG00000023707"	"Ogfod2"	chr5	+	124114064	124114645	124114064	124114192	124114387	124114645
2501	"ENSMUSG00000023707"	"Ogfod2"	chr5	+	124114064	124114645	124114064	124114192	124114478	124114645
2502	"ENSMUSG00000026955"	"Sapcd2"	chr2	+	25375967	25376274	25375967	25376075	25376163	25376274
2503	"ENSMUSG00000016833"	"Mrps18c"	chr5	+	100803969	100804471	100803969	100804029	100804331	100804471
2504	"ENSMUSG00000035234"	"Fam175a"	chr5	-	100805191	100806489	100805191	100805451	100805897	100806489
2505	"ENSMUSG00000029782"	"Tmem209"	chr6	-	30506785	30508512	30506785	30506917	30508453	30508512
2506	"ENSMUSG00000047193"	"Dync2h1"	chr9	-	7168458	7169709	7168458	7168572	7169476	7169709
2507	"ENSMUSG00000092354"	"Gm20548"	chr5	+	101841750	101842073	101841750	101841843	101841970	101842073
2508	"ENSMUSG00000034438"	"Gbp8"	chr5	-	105017678	105018842	105017678	105017885	105018561	105018842
2509	"ENSMUSG00000029290"	"Zfp326"	chr5	+	105886316	105888839	105886316	105886428	105888433	105888839
2510	"ENSMUSG00000029290"	"Zfp326"	chr5	+	105886316	105888839	105886316	105886428	105888700	105888839
2511	"ENSMUSG00000049606"	"Zfp644"	chr5	-	106635609	106638635	106635609	106636323	106636416	106638635
2512	"ENSMUSG00000043410"	"Hfm1"	chr5	-	106902921	106904358	106902921	106903073	106904225	106904358
2513	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108080824	108081023	108080824	108080841	108080921	108081023
2514	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108649586	108649925	108649586	108649733	108649824	108649925
2515	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108649824	108650379	108649824	108649925	108650200	108650379
2516	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108650489	108650968	108650489	108650638	108650816	108650968
2517	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108655289	108655593	108655289	108655364	108655439	108655593
2518	"ENSMUSG00000032413"	"Rasa2"	chr9	-	96566015	96568487	96566015	96566122	96568363	96568487
2519	"ENSMUSG00000029501"	"Ankle2"	chr5	+	110252711	110253342	110252711	110252797	110253031	110253342
2520	"ENSMUSG00000007080"	"Pole"	chr5	+	110295227	110295637	110295227	110295313	110295517	110295637
2521	"ENSMUSG00000029503"	"P2rx2"	chr5	-	110339811	110340582	110339811	110340234	110340504	110340582
2522	"ENSMUSG00000029503"	"P2rx2"	chr5	-	110339811	110340582	110339811	110340297	110340504	110340582
2523	"ENSMUSG00000029503"	"P2rx2"	chr5	-	110341550	110341854	110341550	110341689	110341773	110341854
2524	"ENSMUSG00000072754"	"Lrcol1"	chr5	+	110354229	110354616	110354229	110354293	110354490	110354616
2525	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19355100	19355361	19355100	19355172	19355292	19355361
2526	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19355100	19355361	19355100	19355179	19355292	19355361
2527	"ENSMUSG00000002486"	"Tchp"	chr5	+	114719578	114720268	114719578	114719764	114720124	114720268
2528	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	25002614	25003032	25002614	25002715	25002888	25003032
2529	"ENSMUSG00000041638"	"Gcn1l1"	chr5	+	115574578	115575296	115574578	115574642	115575164	115575296
2530	"ENSMUSG00000041638"	"Gcn1l1"	chr5	+	115579786	115580579	115579786	115579895	115580504	115580579
2531	"ENSMUSG00000047617"	"BC029214"	chr2	-	25459484	25459859	25459484	25459701	25459774	25459859
2532	"ENSMUSG00000047617"	"BC029214"	chr2	-	25459774	25460357	25459774	25459859	25460008	25460357
2533	"ENSMUSG00000047617"	"BC029214"	chr2	-	25460008	25460357	25460008	25460074	25460166	25460357
2534	"ENSMUSG00000047617"	"BC029214"	chr2	-	25460444	25460715	25460444	25460494	25460654	25460715
2535	"ENSMUSG00000029363"	"Rfc5"	chr5	-	117381835	117382465	117381835	117381913	117382335	117382465
2536	"ENSMUSG00000029359"	"Tesc"	chr5	+	118056376	118056644	118056376	118056438	118056536	118056644
2537	"ENSMUSG00000029359"	"Tesc"	chr5	+	118056376	118056644	118056376	118056443	118056536	118056644
2538	"ENSMUSG00000018076"	"Med13l"	chr5	+	118749608	118751034	118749608	118749828	118750845	118751034
2539	"ENSMUSG00000018076"	"Med13l"	chr5	+	118759101	118763916	118759101	118759263	118762700	118763916
2540	"ENSMUSG00000051811"	"Cox6b2"	chr7	-	4752723	4753023	4752723	4752849	4752952	4753023
2541	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120624537	120625844	120624537	120624729	120625701	120625844
2542	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120625925	120626505	120625925	120626039	120626400	120626505
2543	"ENSMUSG00000043733"	"Ptpn11"	chr5	-	121152474	121154526	121152474	121152554	121154429	121154526
2544	"ENSMUSG00000042726"	"Trafd1"	chr5	-	121373137	121374067	121373137	121373474	121373946	121374067
2545	"ENSMUSG00000042726"	"Trafd1"	chr5	-	121375015	121375872	121375015	121375246	121375795	121375872
2546	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172803	122173145	122173280
2547	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172955	122173145	122173280
2548	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122174054	122175273	122174054	122174115	122174979	122175273
2549	"ENSMUSG00000042594"	"Sh2b3"	chr5	-	121818464	121818854	121818464	121818649	121818759	121818854
2550	"ENSMUSG00000042594"	"Sh2b3"	chr5	-	121818464	121818854	121818464	121818679	121818759	121818854
2551	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122791607	122791934	122791607	122791735	122791826	122791934
2552	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122791607	122791934	122791607	122791755	122791826	122791934
2553	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122799338	122800593	122799338	122799474	122800450	122800593
2554	"ENSMUSG00000031442"	"Mcf2l"	chr8	+	13018695	13020505	13018695	13018799	13018938	13020505
2555	"ENSMUSG00000000915"	"Hip1r"	chr5	+	124000711	124001311	124000711	124000774	124001205	124001311
2556	"ENSMUSG00000029772"	"Ahcyl2"	chr6	+	29863142	29867419	29863142	29863251	29864162	29867419
2557	"ENSMUSG00000029772"	"Ahcyl2"	chr6	+	29906507	29906759	29906507	29906576	29906680	29906759
2558	"ENSMUSG00000038095"	"Sbno1"	chr5	-	124400961	124401276	124400961	124401067	124401140	124401276
2559	"ENSMUSG00000038095"	"Sbno1"	chr5	-	124405568	124407187	124405568	124405729	124407090	124407187
2560	"ENSMUSG00000038011"	"Dnah10"	chr5	+	124817988	124819410	124817988	124818136	124819130	124819410
2561	"ENSMUSG00000029482"	"Aacs"	chr5	+	125511639	125511968	125511639	125511704	125511845	125511968
2562	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91387214	91388464	91387214	91387341	91388344	91388464
2563	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91387214	91388464	91387214	91387341	91388354	91388464
2564	"ENSMUSG00000031171"	"Ftsj1"	chrX	-	8250395	8250638	8250395	8250486	8250568	8250638
2565	"ENSMUSG00000070493"	"Chchd2"	chr5	-	129882428	129884183	129882428	129882579	129883933	129884183
2566	"ENSMUSG00000079491"	"H2-T10"	chr17	-	36120184	36120432	36120184	36120290	36120301	36120432
2567	"ENSMUSG00000015950"	"Ncf1"	chr5	-	134220259	134222175	134220259	134221868	134221987	134222175
2568	"ENSMUSG00000015950"	"Ncf1"	chr5	-	134220259	134222175	134220259	134221868	134222029	134222175
2569	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011209	135011380
2570	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011240	135011380
2571	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135011483	135012170	135011483	135011665	135011886	135012170
2572	"ENSMUSG00000000916"	"Nsun5"	chr5	+	135375274	135375698	135375274	135375485	135375554	135375698
2573	"ENSMUSG00000039886"	"Tmem120a"	chr5	-	135736596	135736835	135736596	135736662	135736745	135736835
2574	"ENSMUSG00000036931"	"Nfkbid"	chr7	+	30425708	30426021	30425708	30425855	30425969	30426021
2575	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136132305	136133079	136132305	136132428	136132974	136133079
2576	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136132305	136134050	136132305	136133079	136133304	136134050
2577	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136133304	136134050	136133304	136133445	136133933	136134050
2578	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136133304	136134050	136133304	136133445	136133966	136134050
2579	"ENSMUSG00000046203"	"Sprr2g"	chr3	+	92374620	92375229	92374620	92374690	92374691	92375229
2580	"ENSMUSG00000001520"	"Nrip2"	chr6	+	128404934	128406572	128404934	128405084	128406489	128406572
2581	"ENSMUSG00000001520"	"Nrip2"	chr6	+	128407685	128408932	128407685	128407738	128407983	128408932
2582	"ENSMUSG00000001520"	"Nrip2"	chr6	+	128407685	128408932	128407685	128407738	128408204	128408932
2583	"ENSMUSG00000030428"	"Ttyh1"	chr7	+	4133074	4133738	4133074	4133217	4133662	4133738
2584	"ENSMUSG00000063334"	"Krr1"	chr10	+	111977111	111977398	111977111	111977237	111977314	111977398
2585	"ENSMUSG00000029713"	"Gnb2"	chr5	-	137529003	137529509	137529003	137529205	137529442	137529509
2586	"ENSMUSG00000029713"	"Gnb2"	chr5	-	137529845	137530290	137529845	137529909	137530183	137530290
2587	"ENSMUSG00000029718"	"Pcolce"	chr5	-	137605722	137607107	137605722	137605800	137606826	137607107
2588	"ENSMUSG00000093445"	"Lrch4"	chr5	+	137633848	137634249	137633848	137633975	137634143	137634249
2589	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7723314	7723753	7723314	7723357	7723564	7723753
2590	"ENSMUSG00000032103"	"Pus3"	chr9	+	35564783	35565855	35564783	35565197	35565289	35565855
2591	"ENSMUSG00000044894"	"Uqcrq"	chr11	-	53430535	53430827	53430535	53430702	53430787	53430827
2592	"ENSMUSG00000019494"	"Cops6"	chr5	+	138161673	138162225	138161673	138161805	138162136	138162225
2593	"ENSMUSG00000036948"	"BC037034"	chr5	-	138260834	138261716	138260834	138260989	138261552	138261716
2594	"ENSMUSG00000036948"	"BC037034"	chr5	-	138262169	138262744	138262169	138262317	138262657	138262744
2595	"ENSMUSG00000006675"	"P4htm"	chr9	-	108582990	108583832	108582990	108583136	108583641	108583832
2596	"ENSMUSG00000036718"	"Micall2"	chr5	-	139708885	139709589	139708885	139709000	139709515	139709589
2597	"ENSMUSG00000029547"	"Ints1"	chr5	-	139775331	139775674	139775331	139775430	139775620	139775674
