ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7562	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20478132	20478158	20486329	20486437	20476395	20476478	20492385	20492451
7563	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20478132	20478254	20486329	20486437	20476395	20476478	20490680	20490805
7564	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20478132	20478279	20486329	20486437	20476395	20476478	20492385	20492451
7565	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20478132	20478279	20486329	20486425	20476429	20476478	20492385	20492711
7566	"ENSMUSG00000021373"	"Cap2"	chr13	+	46525414	46525536	46530976	46531077	46501847	46502211	46560503	46560581
7567	"ENSMUSG00000021373"	"Cap2"	chr13	+	46530976	46531077	46560503	46560581	46525414	46525536	46609595	46609739
7568	"ENSMUSG00000066568"	"Lsm14a"	chr7	-	34347925	34347982	34351285	34351517	34344645	34345958	34353389	34353561
7569	"ENSMUSG00000066568"	"Lsm14a"	chr7	-	34357765	34357942	34365614	34365737	34357433	34357496	34371054	34371184
7570	"ENSMUSG00000066568"	"Lsm14a"	chr7	-	34365614	34365737	34371054	34371184	34357765	34357942	34375228	34375392
7571	"ENSMUSG00000041491"	"Cep78"	chr19	-	15959531	15959700	15960942	15961109	15955773	15956403	15962371	15962449
7572	"ENSMUSG00000031027"	"Stk33"	chr7	-	109312270	109312420	109320796	109320882	109279222	109279856	109321460	109321573
7573	"ENSMUSG00000031660"	"Brd7"	chr8	-	88337080	88337137	88339408	88339520	88334104	88334216	88342734	88342756
7574	"ENSMUSG00000031660"	"Brd7"	chr8	-	88337080	88337137	88339408	88339520	88334104	88334219	88342734	88342834
7575	"ENSMUSG00000032017"	"Grik4"	chr9	-	42591349	42591553	42597853	42597961	42566298	42566412	42622058	42622163
7576	"ENSMUSG00000032017"	"Grik4"	chr9	-	42675212	42675310	42687932	42688097	42671137	42671303	42808492	42808624
7577	"ENSMUSG00000019806"	"Aig1"	chr10	-	13690523	13690639	13801847	13801949	13653585	13653749	13829242	13829398
7578	"ENSMUSG00000019806"	"Aig1"	chr10	-	13801847	13801949	13829242	13829398	13690523	13690639	13844180	13844286
7579	"ENSMUSG00000019806"	"Aig1"	chr10	-	13801847	13801949	13829242	13829398	13690523	13690639	13868617	13868822
7580	"ENSMUSG00000031791"	"Tmem38a"	chr8	+	72579562	72579719	72579959	72580144	72572102	72572227	72581184	72581272
7581	"ENSMUSG00000031791"	"Tmem38a"	chr8	+	72579562	72579719	72584699	72584817	72572102	72572227	72585861	72587282
7582	"ENSMUSG00000031791"	"Tmem38a"	chr8	+	72579959	72580144	72581184	72581272	72579562	72579719	72584699	72584817
7583	"ENSMUSG00000031791"	"Tmem38a"	chr8	+	72579959	72580144	72584699	72584817	72579562	72579719	72585861	72587282
7584	"ENSMUSG00000031791"	"Tmem38a"	chr8	+	72581184	72581272	72584699	72584817	72579959	72580144	72585861	72587282
7585	"ENSMUSG00000035165"	"Kcne3"	chr7	+	100181150	100181274	100182681	100183074	100178682	100178766	100184137	100184869
7586	"ENSMUSG00000038738"	"Shank1"	chr7	+	44316343	44316495	44319076	44319244	44316032	44316141	44319642	44319759
7587	"ENSMUSG00000038738"	"Shank1"	chr7	+	44343657	44343738	44344297	44344321	44343044	44343180	44344505	44344574
7588	"ENSMUSG00000043323"	"Fbrsl1"	chr5	-	110371545	110371623	110374389	110374519	110371285	110371369	110376006	110376078
7589	"ENSMUSG00000043323"	"Fbrsl1"	chr5	-	110374389	110374519	110376006	110376078	110371545	110371623	110376252	110376282
7590	"ENSMUSG00000043323"	"Fbrsl1"	chr5	-	110381600	110381646	110396044	110396074	110379268	110379593	110416029	110416065
7591	"ENSMUSG00000043323"	"Fbrsl1"	chr5	-	110381600	110381646	110416029	110416065	110379268	110379593	110417842	110417947
7592	"ENSMUSG00000043323"	"Fbrsl1"	chr5	-	110396044	110396074	110416029	110416065	110381600	110381646	110417842	110417947
7593	"ENSMUSG00000043323"	"Fbrsl1"	chr5	-	110396044	110396074	110417842	110417947	110381600	110381646	110432900	110433014
7594	"ENSMUSG00000040136"	"Abcc8"	chr7	-	46175359	46175481	46178441	46178583	46169823	46169990	46179801	46180033
7595	"ENSMUSG00000059923"	"Grb2"	chr11	-	115646709	115646878	115649770	115649893	115644044	115645954	115655357	115655455
7596	"ENSMUSG00000059923"	"Grb2"	chr11	-	115655357	115655455	115699151	115699356	115649770	115649893	115708393	115708576
7597	"ENSMUSG00000030500"	"Slc17a6"	chr7	+	51646186	51646274	51649151	51649238	51645004	51645119	51658677	51658820
7598	"ENSMUSG00000101177"	"Gm29586"	chrY	-	65751298	65751482	65752879	65753010	65750713	65750783	65754863	65754911
7599	"ENSMUSG00000030451"	"Herc2"	chr7	+	56067983	56068098	56072292	56072430	56050855	56050948	56084988	56085208
7600	"ENSMUSG00000033676"	"Gabrb3"	chr7	+	57788865	57788948	57792491	57792629	57765423	57765644	57812053	57812206
7601	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59387666	59387712	59389534	59389580	59386221	59386344	59389960	59390083
7602	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59388093	59388216	59389960	59390083	59387666	59387712	59391404	59391450
7603	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59389534	59389580	59391404	59391450	59388093	59388216	59391830	59391952
7604	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59389960	59390083	59391830	59391952	59389534	59389580	59393275	59393321
7605	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59389960	59390083	59393701	59393824	59389534	59389580	59405044	59405090
7606	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59405044	59405090	59406911	59406945	59393701	59393824	59407340	59407459
7607	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59405474	59405592	59407340	59407459	59405044	59405090	59408781	59408823
7608	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59673809	59673956	59676337	59676484	59669587	59669742	59676617	59678601
7609	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59713879	59714026	59716408	59716555	59711358	59711505	59718937	59719084
7610	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59944575	59944714	59946514	59946640	59937370	59940989	59955644	59955724
7611	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59955644	59955724	59969161	59969314	59946514	59946640	59970283	59970543
7612	"ENSMUSG00000100826"	"Snhg14"	chr7	-	59956681	59956800	59969161	59969314	59955644	59955724	59970283	59970543
7613	"ENSMUSG00000032507"	"Fbxl2"	chr9	-	113989119	113989194	113989309	113989436	113986405	113986536	113990617	113990713
7614	"ENSMUSG00000040452"	"Cdh12"	chr15	+	21358722	21359017	21480225	21480345	21237506	21237911	21492542	21492710
7615	"ENSMUSG00000040452"	"Cdh12"	chr15	+	21480225	21480345	21492542	21492710	21358722	21359017	21520264	21520452
7616	"ENSMUSG00000040452"	"Cdh12"	chr15	+	21492542	21492710	21520264	21520452	21480225	21480345	21537416	21537670
7617	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117895211	117895301	117895419	117895478	117894743	117894925	117895562	117895629
7618	"ENSMUSG00000020953"	"Coch"	chr12	+	51598151	51598299	51601813	51601917	51598027	51598072	51602646	51602873
7619	"ENSMUSG00000030615"	"Tmem126a"	chr7	-	90451542	90451657	90452706	90452900	90450704	90450935	90455423	90455519
7620	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85076023	85076132	85076216	85076284	85075822	85075937	85079580	85079707
7621	"ENSMUSG00000035310"	"Lin54"	chr5	-	100454434	100454508	100459585	100459802	100453939	100454137	100475688	100475831
7622	"ENSMUSG00000035310"	"Lin54"	chr5	-	100459585	100459802	100475688	100475831	100453939	100454137	100485139	100485855
7623	"ENSMUSG00000035310"	"Lin54"	chr5	-	100459585	100459802	100475688	100475831	100454434	100454508	100485139	100485855
7624	"ENSMUSG00000047242"	"Taf9b"	chrX	-	106209706	106209817	106216126	106216196	106206882	106208657	106218096	106218231
7625	"ENSMUSG00000027285"	"Haus2"	chr2	+	120612337	120612430	120613050	120613120	120609382	120609545	120615854	120615987
7626	"ENSMUSG00000027285"	"Haus2"	chr2	+	120612337	120612430	120615854	120615987	120609382	120609545	120617872	120617981
7627	"ENSMUSG00000027285"	"Haus2"	chr2	+	120613050	120613120	120615854	120615987	120612337	120612430	120617872	120617981
7628	"ENSMUSG00000027285"	"Haus2"	chr2	+	120615854	120615987	120617872	120617981	120612337	120612430	120618974	120619906
7629	"ENSMUSG00000027285"	"Haus2"	chr2	+	120615854	120615987	120617872	120617981	120613050	120613120	120618974	120621560
7630	"ENSMUSG00000025586"	"Cpeb1"	chr7	-	81361585	81361809	81372011	81372200	81359728	81359981	81436202	81436377
7631	"ENSMUSG00000025586"	"Cpeb1"	chr7	-	81361585	81361809	81372011	81372203	81359728	81359981	81436202	81436377
7632	"ENSMUSG00000033510"	"Otud7a"	chr7	+	63615288	63615418	63649608	63649702	63444750	63444927	63650810	63650965
7633	"ENSMUSG00000032492"	"Pth1r"	chr9	-	110723709	110723851	110724398	110724493	110723585	110723627	110724726	110724793
7634	"ENSMUSG00000032492"	"Pth1r"	chr9	-	110726969	110727165	110727410	110727505	110726442	110726596	110727677	110727796
7635	"ENSMUSG00000053091"	"Lins"	chr7	+	66708638	66708728	66709293	66709435	66708029	66708553	66710229	66710746
7636	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67268066	67268204	67268268	67268400	67265942	67266162	67295374	67295578
7637	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67268066	67268204	67268268	67268400	67265942	67266162	67316791	67316982
7638	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67295374	67295578	67316791	67316982	67268066	67268204	67349848	67349921
7639	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67295374	67295578	67316791	67316982	67268066	67268204	67349868	67349921
7640	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67295374	67295578	67316791	67316982	67268268	67268400	67349848	67349921
7641	"ENSMUSG00000030557"	"Mef2a"	chr7	-	67295374	67295578	67316791	67316982	67268268	67268400	67349868	67349921
7642	"ENSMUSG00000066406"	"Akap13"	chr7	+	75679819	75679873	75683393	75683459	75677105	75677479	75685116	75685309
7643	"ENSMUSG00000059146"	"Ntrk3"	chr7	-	78204102	78204144	78229486	78229561	78198792	78198951	78247154	78247398
7644	"ENSMUSG00000039176"	"Polg"	chr7	-	79456040	79456188	79456434	79456512	79455434	79455595	79456707	79456828
7645	"ENSMUSG00000039176"	"Polg"	chr7	-	79456434	79456512	79456707	79456828	79456040	79456148	79458173	79458410
7646	"ENSMUSG00000039176"	"Polg"	chr7	-	79456434	79456512	79456707	79456828	79456040	79456188	79458173	79458410
7647	"ENSMUSG00000039176"	"Polg"	chr7	-	79456707	79456828	79458173	79458410	79456434	79456512	79459173	79459300
7648	"ENSMUSG00000032263"	"Bckdhb"	chr9	+	84012508	84012619	84069104	84069191	84010253	84010351	84122233	84122382
7649	"ENSMUSG00000047507"	"Baiap3"	chr17	-	25245933	25246026	25246112	25246256	25245638	25245830	25246329	25246453
7650	"ENSMUSG00000035247"	"Hectd1"	chr12	-	51798653	51798768	51800714	51800813	51797836	51798011	51800895	51800972
7651	"ENSMUSG00000025724"	"Sec11a"	chr7	-	80923100	80923220	80935026	80935136	80916088	80916232	80947401	80947780
7652	"ENSMUSG00000025724"	"Sec11a"	chr7	-	80927736	80927886	80935026	80935136	80920894	80923220	80947401	80947742
7653	"ENSMUSG00000025584"	"Pde8a"	chr7	+	81309698	81309895	81314740	81314784	81308938	81308981	81315109	81315187
7654	"ENSMUSG00000062444"	"Ap3b2"	chr7	-	81460927	81461066	81462903	81463001	81460398	81460801	81463240	81463325
7655	"ENSMUSG00000038623"	"Tm6sf1"	chr7	+	81868640	81868744	81870696	81870779	81865246	81865344	81871368	81871490
7656	"ENSMUSG00000038623"	"Tm6sf1"	chr7	+	81868640	81868744	81871368	81871490	81865246	81865344	81873731	81873836
7657	"ENSMUSG00000038623"	"Tm6sf1"	chr7	+	81871368	81871490	81873731	81873836	81865246	81865344	81875723	81875816
7658	"ENSMUSG00000038623"	"Tm6sf1"	chr7	+	81871368	81871490	81873731	81873836	81868640	81868744	81875723	81875816
7659	"ENSMUSG00000025104"	"Hdgfrp3"	chr7	-	81893798	81893945	81905559	81905636	81881250	81886083	81933938	81934473
7660	"ENSMUSG00000025104"	"Hdgfrp3"	chr7	-	81900284	81900423	81905559	81905636	81897810	81899829	81933938	81934023
7661	"ENSMUSG00000013160"	"Atp6v0d1"	chr8	-	105529173	105529253	105539320	105539492	105525623	105525701	105565782	105566047
7662	"ENSMUSG00000030629"	"Zfand6"	chr7	-	84620867	84620912	84632655	84632756	84617849	84617963	84633884	84633993
7663	"ENSMUSG00000006423"	"C330007P06Rik"	chrX	-	36854282	36854421	36856816	36856893	36853329	36853419	36863623	36863741
7664	"ENSMUSG00000006423"	"C330007P06Rik"	chrX	-	36854282	36854421	36856851	36856893	36853329	36853419	36863623	36863741
7665	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610871	34610926	34610959	34611005	34610444	34610644	34611273	34611449
7666	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610871	34610926	34610959	34611005	34610444	34610644	34611604	34611700
7667	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610871	34610926	34611273	34611449	34610444	34610644	34611604	34611700
7668	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610871	34610926	34611604	34611700	34610444	34610644	34611790	34611866
7669	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610871	34611005	34611273	34611449	34610444	34610644	34611604	34611697
7670	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34610959	34611005	34611273	34611449	34610444	34610644	34611604	34611700
7671	"ENSMUSG00000030562"	"Nox4"	chr7	+	87323932	87323995	87331695	87331742	87323632	87323797	87338956	87339017
7672	"ENSMUSG00000001569"	"Nom1"	chr5	+	29446813	29446945	29449581	29449691	29446238	29446371	29451028	29457843
7673	"ENSMUSG00000030621"	"Me3"	chr7	+	89632895	89633093	89736627	89736761	89632391	89632569	89739806	89739956
7674	"ENSMUSG00000030621"	"Me3"	chr7	+	89786425	89786501	89796619	89796781	89739806	89739956	89806646	89806750
7675	"ENSMUSG00000030621"	"Me3"	chr7	+	89786425	89786501	89806646	89806750	89739806	89739956	89833696	89833806
7676	"ENSMUSG00000030621"	"Me3"	chr7	+	89796619	89796781	89806646	89806750	89786425	89786501	89833696	89833806
7677	"ENSMUSG00000030621"	"Me3"	chr7	+	89846199	89846313	89847923	89848029	89845794	89845892	89848607	89848750
7678	"ENSMUSG00000030621"	"Me3"	chr7	+	89847923	89848029	89848607	89848750	89846199	89846313	89849593	89849767
7679	"ENSMUSG00000030619"	"Eed"	chr7	-	89956254	89956413	89962255	89962361	89955530	89955604	89964728	89964862
7680	"ENSMUSG00000030616"	"Sytl2"	chr7	+	90395162	90395282	90396473	90396643	90392358	90392453	90399183	90399286
7681	"ENSMUSG00000036356"	"Csgalnact1"	chr8	-	68401302	68401519	68460923	68461851	68388595	68388697	68556971	68557120
7682	"ENSMUSG00000048078"	"Tenm4"	chr7	+	96355355	96355411	96436759	96436858	96210145	96210409	96550011	96550300
7683	"ENSMUSG00000048078"	"Tenm4"	chr7	+	96355355	96355411	96436759	96436858	96211670	96211990	96550011	96550299
7684	"ENSMUSG00000048078"	"Tenm4"	chr7	+	96436759	96436858	96496243	96496340	96355355	96355411	96550011	96550299
7685	"ENSMUSG00000054808"	"Actn4"	chr7	-	28909902	28909988	28911489	28911575	28906971	28907064	28912239	28912321
7686	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980572	45980639	45983522	45983680	45980314	45980492	45984040	45984233
7687	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980572	45980639	45984040	45984233	45980314	45980492	45985321	45985371
7688	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43072423	43072469	43146896	43146943	43024937	43024987	43193464	43193538
7689	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43072423	43072469	43146896	43146943	43024937	43024987	43232758	43232820
7690	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43072423	43072469	43146896	43146943	43024937	43024987	43302568	43302615
7691	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43072423	43072469	43232758	43232820	43024937	43024987	43302568	43302615
7692	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43232758	43232820	43024937	43024987	43302568	43302615
7693	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43302568	43302615	43024937	43024987	43462946	43462986
7694	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43232758	43232820	43072423	43072469	43302568	43302615
7695	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43302568	43302615	43072423	43072469	43462946	43462986
7696	"ENSMUSG00000039478"	"Micu3"	chr8	+	40356855	40356927	40366148	40366244	40354302	40354385	40375536	40375637
7697	"ENSMUSG00000039478"	"Micu3"	chr8	+	40359409	40359448	40366148	40366244	40356855	40356927	40375536	40375637
7698	"ENSMUSG00000030774"	"Pak1"	chr7	+	97871574	97871612	97883471	97883588	97866061	97866209	97886297	97886472
7699	"ENSMUSG00000030774"	"Pak1"	chr7	+	97871574	97871612	97888956	97889020	97866061	97866209	97893964	97894013
7700	"ENSMUSG00000030774"	"Pak1"	chr7	+	97883471	97883588	97893964	97894013	97871574	97871612	97898524	97898637
7701	"ENSMUSG00000030774"	"Pak1"	chr7	+	97888956	97889020	97893964	97894013	97886297	97886472	97898524	97898637
7702	"ENSMUSG00000030774"	"Pak1"	chr7	+	97893964	97894013	97898524	97898637	97871574	97871612	97900339	97900457
7703	"ENSMUSG00000030774"	"Pak1"	chr7	+	97893964	97894013	97898524	97898637	97888956	97889020	97900339	97900457
7704	"ENSMUSG00000030774"	"Pak1"	chr7	+	97893964	97894013	97900339	97900457	97888956	97889020	97903636	97903736
7705	"ENSMUSG00000064127"	"Med14"	chrX	-	12719590	12719750	12723782	12723861	12716861	12717056	12728013	12728139
7706	"ENSMUSG00000035314"	"Gdpd5"	chr7	+	99387103	99387188	99410408	99410491	99381548	99382208	99424052	99424229
7707	"ENSMUSG00000035314"	"Gdpd5"	chr7	+	99410408	99410491	99424052	99424229	99387103	99387188	99438247	99438351
7708	"ENSMUSG00000035314"	"Gdpd5"	chr7	+	99424052	99424229	99438247	99438351	99410408	99410491	99441171	99441265
7709	"ENSMUSG00000018909"	"Arrb1"	chr7	+	99596022	99596106	99597035	99597059	99594620	99594758	99598490	99598561
7710	"ENSMUSG00000018909"	"Arrb1"	chr7	+	99597035	99597059	99598490	99598561	99596022	99596106	99599800	99599852
7711	"ENSMUSG00000018909"	"Arrb1"	chr7	+	99598490	99598561	99599800	99599852	99597035	99597059	99601097	99601155
7712	"ENSMUSG00000030706"	"Mrpl48"	chr7	-	100552578	100552681	100559747	100559917	100550539	100550629	100565193	100565279
7713	"ENSMUSG00000030706"	"Mrpl48"	chr7	-	100559747	100559917	100565193	100565279	100552561	100552681	100571251	100571289
7714	"ENSMUSG00000030706"	"Mrpl48"	chr7	-	100559747	100559917	100565193	100565427	100552578	100552681	100571251	100571289
7715	"ENSMUSG00000030704"	"Rab6a"	chr7	+	100629665	100629771	100629837	100629943	100628403	100628457	100631741	100631853
7716	"ENSMUSG00000030704"	"Rab6a"	chr7	+	100634644	100634738	100636694	100636761	100631741	100631853	100639254	100641268
7717	"ENSMUSG00000029461"	"Fam168a"	chr7	+	100786803	100786891	100812919	100813000	100706650	100706893	100824131	100824257
7718	"ENSMUSG00000029461"	"Fam168a"	chr7	+	100812919	100813000	100824131	100824257	100786803	100786891	100831327	100831470
7719	"ENSMUSG00000029461"	"Fam168a"	chr7	+	100824131	100824257	100831327	100831470	100812919	100813000	100834008	100834183
7720	"ENSMUSG00000030649"	"Anapc15"	chr7	+	101897188	101897360	101897732	101897817	101896862	101896943	101897941	101898028
7721	"ENSMUSG00000030987"	"Stim1"	chr7	+	102354500	102354631	102386086	102386201	102267823	102268553	102408366	102408478
7722	"ENSMUSG00000052374"	"Actn2"	chr13	-	12294309	12294402	12296474	12296560	12291659	12291890	12300934	12301016
7723	"ENSMUSG00000032119"	"Hinfp"	chr9	-	44298872	44299025	44299212	44299324	44298333	44298411	44299562	44299792
7724	"ENSMUSG00000033419"	"Snap91"	chr9	-	86792163	86792241	86792466	86792736	86791953	86792025	86793356	86793464
7725	"ENSMUSG00000033419"	"Snap91"	chr9	-	86798537	86798699	86798829	86798844	86793356	86793464	86804454	86804567
7726	"ENSMUSG00000033419"	"Snap91"	chr9	-	86824970	86825077	86835108	86835220	86821731	86821773	86836627	86836721
7727	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3597841	3598095	3598685	3598808	3587449	3587959	3598892	3598988
7728	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78436900	78436994	78437157	78437232	78435584	78435710	78437583	78437671
7729	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78437157	78437232	78437583	78437671	78435584	78435710	78438486	78438497
7730	"ENSMUSG00000022623"	"Shank3"	chr15	+	89524025	89524219	89525159	89525273	89521102	89521373	89531342	89531418
7731	"ENSMUSG00000030882"	"Dnhd1"	chr7	+	105685716	105685844	105692641	105692767	105683847	105684124	105693112	105693210
7732	"ENSMUSG00000030882"	"Dnhd1"	chr7	+	105705523	105705626	105708481	105708631	105705246	105705451	105708867	105709050
7733	"ENSMUSG00000030890"	"Ilk"	chr7	+	105740176	105740342	105740512	105740608	105737100	105737237	105740770	105740867
7734	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105748882	105749071	105749224	105749423	105748581	105748651	105749536	105749712
7735	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751589	105751729	105751981	105752053	105750179	105750330	105752170	105752207
7736	"ENSMUSG00000008575"	"Nfib"	chr4	-	82320473	82320556	82323571	82323710	82290172	82296811	82327728	82327913
7737	"ENSMUSG00000008575"	"Nfib"	chr4	-	82320473	82320556	82323544	82323710	82310302	82310391	82327728	82327913
7738	"ENSMUSG00000008575"	"Nfib"	chr4	-	82359731	82359800	82383607	82383661	82353051	82353643	82498237	82498769
7739	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519917	109519993	109520467	109520642	109519584	109519648	109521600	109522367
7740	"ENSMUSG00000007279"	"Scube2"	chr7	-	109829034	109829139	109830796	109830880	109825318	109825474	109831127	109831244
7741	"ENSMUSG00000040028"	"Elavl1"	chr8	-	4295335	4295561	4301684	4301838	4284781	4289924	4304926	4305030
7742	"ENSMUSG00000038371"	"Sbf2"	chr7	-	110341289	110341364	110347886	110347982	110339889	110340074	110348854	110348995
7743	"ENSMUSG00000038371"	"Sbf2"	chr7	-	110489220	110489358	110560257	110560346	110464587	110464707	110614706	110614761
7744	"ENSMUSG00000005686"	"Ampd3"	chr7	+	110804824	110804988	110805963	110806084	110803726	110803853	110807779	110807953
7745	"ENSMUSG00000005686"	"Ampd3"	chr7	+	110805963	110806084	110807779	110807953	110804824	110804988	110809795	110809906
7746	"ENSMUSG00000029817"	"Tra2a"	chr6	-	49248985	49249174	49250862	49251022	49246848	49246964	49252381	49252515
7747	"ENSMUSG00000029817"	"Tra2a"	chr6	-	49250862	49251022	49252381	49252515	49248985	49249174	49263837	49264052
7748	"ENSMUSG00000005610"	"Eif4g2"	chr7	-	111075586	111075712	111076695	111076856	111075336	111075441	111076937	111077076
7749	"ENSMUSG00000005610"	"Eif4g2"	chr7	-	111076279	111076393	111076937	111077076	111075586	111075712	111077224	111077323
7750	"ENSMUSG00000005610"	"Eif4g2"	chr7	-	111077408	111077492	111077636	111077747	111077224	111077323	111078024	111078176
7751	"ENSMUSG00000038296"	"Galnt18"	chr7	-	111519989	111520175	111548675	111548790	111513497	111513635	111554438	111554636
7752	"ENSMUSG00000038296"	"Galnt18"	chr7	-	111556345	111556529	111616291	111616484	111554438	111554636	111779312	111779977
7753	"ENSMUSG00000038296"	"Galnt18"	chr7	-	111598956	111599123	111616291	111616484	111556345	111556529	111779312	111779977
7754	"ENSMUSG00000059263"	"Usp47"	chr7	+	112108435	112108483	112108573	112108704	112106778	112106909	112109944	112111386
7755	"ENSMUSG00000051910"	"Sox6"	chr7	-	115801368	115801609	115943893	115943962	115777050	115777258	116038676	116038744
7756	"ENSMUSG00000008683"	"Rps15a"	chr7	-	118109932	118110018	118114784	118114864	118104377	118109193	118115108	118115256
7757	"ENSMUSG00000030654"	"Arl6ip1"	chr7	-	118126395	118126515	118127133	118127267	118121925	118122043	118129468	118129625
7758	"ENSMUSG00000056158"	"Car10"	chr11	+	93099642	93100286	93185081	93185156	93098403	93098722	93304504	93304647
7759	"ENSMUSG00000056158"	"Car10"	chr11	+	93099645	93100286	93185081	93185156	93098403	93098722	93304504	93304647
7760	"ENSMUSG00000056158"	"Car10"	chr11	+	93185081	93185156	93304504	93304647	93099289	93100286	93490491	93490677
7761	"ENSMUSG00000056158"	"Car10"	chr11	+	93304504	93304647	93490491	93490677	93185081	93185156	93578665	93578761
7762	"ENSMUSG00000056158"	"Car10"	chr11	+	93490491	93490677	93578665	93578761	93304504	93304647	93582947	93583020
7763	"ENSMUSG00000030980"	"Knop1"	chr7	-	118848448	118848574	118850620	118850689	118842221	118846094	118852402	118853340
7764	"ENSMUSG00000031841"	"Cdh13"	chr8	+	118505603	118505715	118675017	118675226	118283732	118283898	118757367	118757484
7765	"ENSMUSG00000031841"	"Cdh13"	chr8	+	118675017	118675226	118757367	118757484	118505603	118505715	118851718	118851871
7766	"ENSMUSG00000031841"	"Cdh13"	chr8	+	118757367	118757484	118851718	118851871	118675017	118675226	118968048	118968193
7767	"ENSMUSG00000031841"	"Cdh13"	chr8	+	119095184	119095363	119198854	119198995	118968048	118968193	119236783	119236966
7768	"ENSMUSG00000031841"	"Cdh13"	chr8	+	119198854	119198995	119236783	119236966	119095184	119095363	119242189	119242443
7769	"ENSMUSG00000030929"	"Eri2"	chr7	-	119787733	119787834	119792264	119792343	119786738	119786827	119792430	119792498
7770	"ENSMUSG00000030929"	"Eri2"	chr7	-	119787733	119787834	119792264	119792348	119786738	119786827	119792430	119792498
7771	"ENSMUSG00000030929"	"Eri2"	chr7	-	119791100	119791228	119792264	119792343	119790233	119790390	119792430	119792498
7772	"ENSMUSG00000030929"	"Eri2"	chr7	-	119791100	119791228	119792264	119792348	119790233	119790390	119792430	119792498
7773	"ENSMUSG00000075229"	"Ccdc58"	chr16	+	36082690	36082816	36085016	36085163	36071659	36072137	36089900	36089960
7774	"ENSMUSG00000030884"	"Uqcrc2"	chr7	+	120637847	120637997	120640233	120640298	120637661	120637745	120641678	120641735
7775	"ENSMUSG00000057367"	"Birc2"	chr9	-	7819020	7819062	7819306	7819561	7818226	7818943	7820973	7821219
7776	"ENSMUSG00000034951"	"Cog7"	chr7	-	121941169	121941235	121943777	121943894	121936953	121937140	121949744	121949899
7777	"ENSMUSG00000034951"	"Cog7"	chr7	-	121943777	121943894	121949744	121949899	121941169	121941235	121951162	121951290
7778	"ENSMUSG00000034951"	"Cog7"	chr7	-	121963137	121963260	121964200	121964283	121955929	121956128	121971279	121971448
7779	"ENSMUSG00000052889"	"Prkcb"	chr7	+	122590044	122590183	122600689	122600830	122584397	122584460	122633744	122634402
7780	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123143749	123143837	123152163	123152185	123124667	123124715	123162493	123162877
7781	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123152163	123152185	123162493	123162877	123143749	123143837	123169535	123172118
7782	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123162493	123162877	123169535	123172118	123152163	123152185	123173232	123173409
