	GeneID	chr	strand	shortSplice	longSplice	shareSplice
2490	ENSMUSG00000045503	chr2	+	164467147	164464357	164463368
2491	ENSMUSG00000027478	chr2	+	153675728	153675725	153675044
2494	ENSMUSG00000032827	chr6	+	5134688	5134638	5134174
2495	ENSMUSG00000028854	chr4	+	133419946	133419924	133419543
2496	ENSMUSG00000046897	chr15	+	102208271	102208235	102205086
2497	ENSMUSG00000046897	chr15	+	102208271	102208235	102207920
2498	ENSMUSG00000038375	chr2	+	155386000	155385880	155385464
2501	ENSMUSG00000038241	chr2	+	155968757	155968754	155967654
2502	ENSMUSG00000038241	chr2	+	155974252	155974249	155973489
2503	ENSMUSG00000005881	chr2	+	156016705	156016687	156016020
2505	ENSMUSG00000098090	chr17	+	94771133	94771112	94766947
2508	ENSMUSG00000039958	chr6	+	149144033	149144014	149141704
2509	ENSMUSG00000039958	chr6	+	149144033	149144014	149142715
2510	ENSMUSG00000024924	chr19	+	27241299	27241234	27240637
2511	ENSMUSG00000037761	chr2	+	158636026	158636007	158635426
2512	ENSMUSG00000027655	chr2	+	158806402	158806397	158801508
2513	ENSMUSG00000027655	chr2	+	158815429	158815409	158807000
2514	ENSMUSG00000045576	chr3	+	104874887	104874826	104873576
2515	ENSMUSG00000045576	chr3	+	104919446	104919350	104895798
2517	ENSMUSG00000032898	chr5	+	118000337	118000316	117995502
2518	ENSMUSG00000035576	chr2	+	162947807	162947679	162947324
2519	ENSMUSG00000035576	chr2	+	162959522	162959515	162949539
2520	ENSMUSG00000035576	chr2	+	162966985	162966545	162966108
2521	ENSMUSG00000066026	chr4	+	144919384	144919229	144918794
2523	ENSMUSG00000017721	chr2	+	164501484	164501080	164500518
2524	ENSMUSG00000041912	chr3	+	94424512	94424500	94423801
2525	ENSMUSG00000041912	chr3	+	94425597	94425562	94424590
2526	ENSMUSG00000031738	chr8	+	92679648	92679645	92678817
2527	ENSMUSG00000017652	chr2	+	165062285	165062211	165055758
2528	ENSMUSG00000017652	chr2	+	165069816	165069628	165066564
2532	ENSMUSG00000027678	chr2	+	166068331	166068328	166067645
2533	ENSMUSG00000002718	chr2	+	166929894	166929784	166929023
2538	ENSMUSG00000074578	chr2	+	167065433	167065158	167063727
2539	ENSMUSG00000074578	chr2	+	167065686	167065433	167065217
2540	ENSMUSG00000039463	chr2	+	167459660	167459648	167457465
2541	ENSMUSG00000028180	chr3	+	157536477	157536447	157536386
2542	ENSMUSG00000028180	chr3	+	157536482	157536447	157536386
2543	ENSMUSG00000028180	chr3	+	157536482	157536477	157536386
2544	ENSMUSG00000027673	chr3	+	32747727	32747596	32746514
2545	ENSMUSG00000052033	chr2	+	170516561	170516549	170515846
2549	ENSMUSG00000038642	chr3	+	95529436	95529433	95526925
2550	ENSMUSG00000016253	chr2	+	174423051	174423003	174422674
2552	ENSMUSG00000027524	chr2	+	174779697	174779685	174778764
2558	ENSMUSG00000027525	chr2	+	178328140	178328137	178302838
2561	ENSMUSG00000027569	chr2	+	180584693	180584405	180583522
2562	ENSMUSG00000027569	chr2	+	180584796	180584405	180583522
2563	ENSMUSG00000027569	chr2	+	180584796	180584693	180583522
2564	ENSMUSG00000027569	chr2	+	180584796	180584693	180584487
2570	ENSMUSG00000038685	chr2	+	181351802	181351575	181351367
2571	ENSMUSG00000038685	chr2	+	181355327	181355309	181354442
2572	ENSMUSG00000038685	chr2	+	181355327	181355309	181355125
2573	ENSMUSG00000038685	chr2	+	181355416	181355309	181355125
2574	ENSMUSG00000038685	chr2	+	181355416	181355327	181355125
2575	ENSMUSG00000038685	chr2	+	181356357	181356345	181356258
2576	ENSMUSG00000090077	chr2	+	181382486	181382193	181380179
2579	ENSMUSG00000044037	chr9	+	110884017	110884014	110882823
2580	ENSMUSG00000027589	chr2	+	181851585	181851581	181846639
2581	ENSMUSG00000078765	chr7	+	30563556	30563531	30563399
2582	ENSMUSG00000078765	chr7	+	30563929	30563884	30563619
2583	ENSMUSG00000078765	chr7	+	30564202	30564081	30563996
2584	ENSMUSG00000078765	chr7	+	30567142	30566748	30566381
2585	ENSMUSG00000025255	chr3	+	5245220	5245142	5244299
2587	ENSMUSG00000033728	chr15	+	76713815	76713400	76713220
2588	ENSMUSG00000027550	chr3	+	14551387	14551171	14550455
2589	ENSMUSG00000027552	chr3	+	14601002	14600999	14588301
2590	ENSMUSG00000055681	chr8	+	70312858	70312705	70311696
2591	ENSMUSG00000020747	chr11	+	115791032	115790966	115790334
2592	ENSMUSG00000043411	chr4	+	137615715	137615712	137613861
2593	ENSMUSG00000043411	chr4	+	137625159	137625156	137623388
2594	ENSMUSG00000043411	chr4	+	137637764	137637759	137635008
2595	ENSMUSG00000043411	chr4	+	137637764	137637759	137636987
2596	ENSMUSG00000043411	chr4	+	137655222	137655158	137653006
2597	ENSMUSG00000011427	chr7	+	29823069	29822979	29816289
2601	ENSMUSG00000003617	chr3	+	19974861	19974858	19973929
2606	ENSMUSG00000039221	chr3	+	28806502	28806499	28805581
2607	ENSMUSG00000039221	chr3	+	28806502	28806499	28805829
2608	ENSMUSG00000039221	chr3	+	28806736	28806669	28806592
2614	ENSMUSG00000027667	chr3	+	32513039	32513000	32510589
2615	ENSMUSG00000027667	chr3	+	32517028	32515283	32514454
2616	ENSMUSG00000027671	chr3	+	32720434	32720185	32719962
2617	ENSMUSG00000056900	chr3	+	32847812	32847809	32837961
2621	ENSMUSG00000045411	chr7	+	44247250	44247237	44246823
2622	ENSMUSG00000036810	chr8	+	88130346	88130340	88129804
2623	ENSMUSG00000049482	chr8	+	122481132	122480901	122480234
2624	ENSMUSG00000049482	chr8	+	122481132	122481085	122481005
2625	ENSMUSG00000066952	chr5	+	114361226	114361199	114361113
2632	ENSMUSG00000003824	chr8	+	84872719	84872701	84872253
2641	ENSMUSG00000083844	chr11	+	5769041	5768885	5765571
2642	ENSMUSG00000063273	chr3	+	51448340	51448298	51446766
2643	ENSMUSG00000027751	chr3	+	54695127	54695122	54693208
2644	ENSMUSG00000027751	chr3	+	54701489	54701486	54698659
2645	ENSMUSG00000027751	chr3	+	54715156	54715153	54714796
2646	ENSMUSG00000027751	chr3	+	54717575	54716637	54715689
2647	ENSMUSG00000027751	chr3	+	54722556	54722520	54720461
2648	ENSMUSG00000027797	chr3	+	55477804	55476912	55463095
2649	ENSMUSG00000027797	chr3	+	55480336	55480333	55463095
2650	ENSMUSG00000027797	chr3	+	55480336	55480333	55477889
2651	ENSMUSG00000027797	chr3	+	55480336	55480333	55477937
2652	ENSMUSG00000027797	chr3	+	55502811	55502808	55502450
2653	ENSMUSG00000061758	chr6	+	34387755	34387671	34384407
2654	ENSMUSG00000061758	chr6	+	34390079	34390054	34388892
2655	ENSMUSG00000053119	chr6	+	71559013	71558974	71544033
2656	ENSMUSG00000053119	chr6	+	71559013	71558974	71552459
2658	ENSMUSG00000030495	chr7	+	35200334	35200275	35199321
2659	ENSMUSG00000056476	chr3	+	59263124	59262862	59262345
2660	ENSMUSG00000005506	chr2	+	91006631	91006619	91004862
2661	ENSMUSG00000005506	chr2	+	91009204	91009201	91008300
2662	ENSMUSG00000005506	chr2	+	91016565	91013490	91013402
2665	ENSMUSG00000062761	chr5	+	31465451	31465445	31453213
2666	ENSMUSG00000048416	chr3	+	67392891	67392839	67384698
2667	ENSMUSG00000025478	chr7	+	139093605	139091861	139090343
2668	ENSMUSG00000034349	chr3	+	69027562	69027492	69025985
2669	ENSMUSG00000058254	chrX	+	10595278	10590135	10585652
2675	ENSMUSG00000027714	chr3	+	36554039	36553805	36553129
2679	ENSMUSG00000033900	chr3	+	82359030	82358974	82358255
2680	ENSMUSG00000027998	chr3	+	83070622	83070596	83069801
2681	ENSMUSG00000028085	chr3	+	85604453	85604380	85601973
2682	ENSMUSG00000028249	chr4	+	6385028	6385025	6381099
2686	ENSMUSG00000032525	chr9	+	121742639	121742564	121741743
2687	ENSMUSG00000041977	chr3	+	87711499	87710650	87709662
2688	ENSMUSG00000041977	chr3	+	87717423	87717420	87717174
2689	ENSMUSG00000016308	chrX	+	36882607	36882598	36881746
2690	ENSMUSG00000032373	chr9	+	66751946	66751942	66751025
2693	ENSMUSG00000001415	chr3	+	88349141	88349110	88347596
2701	ENSMUSG00000028060	chr3	+	88700361	88700260	88700008
2702	ENSMUSG00000028060	chr3	+	88700364	88700260	88700008
2703	ENSMUSG00000028060	chr3	+	88700364	88700361	88700008
2704	ENSMUSG00000028060	chr3	+	88709857	88709829	88708941
2706	ENSMUSG00000028057	chr3	+	88717601	88717572	88717470
2707	ENSMUSG00000028057	chr3	+	88726279	88725994	88717658
2713	ENSMUSG00000019039	chr9	+	108570621	108570563	108570445
2714	ENSMUSG00000019039	chr9	+	108571445	108571435	108571173
2716	ENSMUSG00000032657	chr3	+	89184456	89184412	89183494
2717	ENSMUSG00000032657	chr3	+	89184456	89184412	89184208
2718	ENSMUSG00000032657	chr3	+	89185436	89185433	89184996
2719	ENSMUSG00000032657	chr3	+	89185455	89185433	89184996
2720	ENSMUSG00000032657	chr3	+	89185455	89185436	89184996
2721	ENSMUSG00000028048	chr3	+	89207823	89207783	89207451
2728	ENSMUSG00000042613	chr3	+	89443121	89443100	89439601
2729	ENSMUSG00000028456	chr4	+	43249459	43249456	43245596
2733	ENSMUSG00000006169	chr11	+	45907893	45907839	45906467
2738	ENSMUSG00000074457	chr3	+	90541999	90541993	90541190
2739	ENSMUSG00000053819	chr3	+	126771773	126770784	126767579
2740	ENSMUSG00000053819	chr3	+	126801726	126801723	126798280
2741	ENSMUSG00000040118	chr5	+	16326326	16326311	16320158
2742	ENSMUSG00000028137	chr3	+	94485275	94485272	94484865
2743	ENSMUSG00000028137	chr3	+	94487134	94486793	94486667
2744	ENSMUSG00000028137	chr3	+	94487786	94487702	94487284
2745	ENSMUSG00000028137	chr3	+	94487786	94487702	94487388
2746	ENSMUSG00000028137	chr3	+	94488185	94488138	94487852
2747	ENSMUSG00000028137	chr3	+	94488526	94488138	94487852
2748	ENSMUSG00000028137	chr3	+	94488526	94488185	94487852
2753	ENSMUSG00000078490	chr4	+	155463447	155463434	155463331
2757	ENSMUSG00000038777	chr3	+	95169581	95169528	95169381
2759	ENSMUSG00000038712	chr3	+	95283230	95282919	95282744
2760	ENSMUSG00000038712	chr3	+	95295299	95295272	95294986
2762	ENSMUSG00000015522	chr3	+	95493700	95493697	95491170
2774	ENSMUSG00000031568	chr8	+	47542695	47542691	47537359
2775	ENSMUSG00000010066	chr9	+	107522122	107522104	107518269
2776	ENSMUSG00000010066	chr9	+	107525612	107525609	107525432
2777	ENSMUSG00000010066	chr9	+	107527153	107527147	107527046
2778	ENSMUSG00000058503	chr5	+	3559137	3559096	3558693
2779	ENSMUSG00000036503	chr3	+	57802446	57801717	57796285
2780	ENSMUSG00000036503	chr3	+	57802446	57801717	57796295
2786	ENSMUSG00000027865	chr3	+	100202010	100201973	100196597
2787	ENSMUSG00000020333	chr11	+	54338453	54338411	54335125
2790	ENSMUSG00000019737	chr7	+	30316294	30316229	30315400
2791	ENSMUSG00000019737	chr7	+	30316313	30316229	30315400
2792	ENSMUSG00000019737	chr7	+	30316313	30316294	30315400
2793	ENSMUSG00000068823	chr3	+	103044628	103044577	103043931
2794	ENSMUSG00000068823	chr3	+	103044758	103044577	103043931
2795	ENSMUSG00000068823	chr3	+	103044758	103044628	103043931
2796	ENSMUSG00000005687	chr3	+	103173274	103173233	103172040
2797	ENSMUSG00000005687	chr3	+	103177338	103175618	103174501
2798	ENSMUSG00000027849	chr3	+	103585424	103585341	103575606
2804	ENSMUSG00000022770	chr16	+	31838049	31838044	31836304
2805	ENSMUSG00000022770	chr16	+	31846836	31846833	31842839
2806	ENSMUSG00000022770	chr16	+	31854667	31854652	31853884
2815	ENSMUSG00000025571	chr11	+	117741668	117741644	117740009
2831	ENSMUSG00000039831	chr3	+	122003235	122003208	122002702
2832	ENSMUSG00000039963	chr11	+	119230624	119230621	119229162
2836	ENSMUSG00000019232	chr3	+	130620650	130620632	130620428
2837	ENSMUSG00000036825	chr3	+	146432975	146432972	146432617
2838	ENSMUSG00000029056	chr4	+	154977211	154977202	154976670
2839	ENSMUSG00000029056	chr4	+	154978954	154978920	154978442
2841	ENSMUSG00000024871	chr19	+	4006109	4006060	4004816
2842	ENSMUSG00000037894	chr3	+	137865557	137865519	137865210
2843	ENSMUSG00000037894	chr3	+	137866079	137866010	137865633
2850	ENSMUSG00000027651	chr2	+	158047918	158047915	158043539
2851	ENSMUSG00000028152	chr3	+	138896852	138896788	138890881
2852	ENSMUSG00000028152	chr3	+	138896852	138896788	138894518
2858	ENSMUSG00000028256	chr3	+	145148530	145145875	145144416
2867	ENSMUSG00000028034	chr3	+	152217834	152217831	152217448
2868	ENSMUSG00000028034	chr3	+	152232394	152232254	152232022
2869	ENSMUSG00000028034	chr3	+	152234523	152232394	152232022
2870	ENSMUSG00000047423	chr19	+	5425950	5425936	5425308
2871	ENSMUSG00000025437	chr3	+	152358640	152358635	152358199
2872	ENSMUSG00000025437	chr3	+	152374914	152374890	152373498
2873	ENSMUSG00000025437	chr3	+	152374914	152374890	152374789
2874	ENSMUSG00000028330	chr4	+	46168508	46168450	46167395
2878	ENSMUSG00000028360	chr3	+	154269982	154267676	154265543
2879	ENSMUSG00000039988	chr3	+	157975227	157972999	157962382
2880	ENSMUSG00000039988	chr3	+	157975227	157972999	157972317
2881	ENSMUSG00000027575	chr2	+	180971050	180971013	180967814
2882	ENSMUSG00000027575	chr2	+	180980403	180980397	180979227
2883	ENSMUSG00000027575	chr2	+	180980403	180980397	180979720
2887	ENSMUSG00000042198	chr4	+	3939423	3939378	3939131
2888	ENSMUSG00000042198	chr4	+	3942720	3942634	3941311
2890	ENSMUSG00000035228	chr7	+	5057498	5057339	5056240
2891	ENSMUSG00000035228	chr7	+	5057498	5057339	5056866
2895	ENSMUSG00000031851	chr8	+	125745239	125745235	125736230
2896	ENSMUSG00000031851	chr8	+	125745239	125745235	125737419
2897	ENSMUSG00000042810	chr6	+	48406299	48406296	48405389
2899	ENSMUSG00000028212	chr4	+	11192817	11192814	11192717
2901	ENSMUSG00000014668	chr5	+	110140375	110140353	110136194
2902	ENSMUSG00000014668	chr5	+	110140375	110140353	110140189
2903	ENSMUSG00000014668	chr5	+	110158801	110158798	110154982
2907	ENSMUSG00000055963	chr4	+	12962944	12962941	12918065
2908	ENSMUSG00000037447	chr1	+	36316211	36316208	36307836
2909	ENSMUSG00000037447	chr1	+	36317609	36317203	36316327
2910	ENSMUSG00000040410	chr4	+	22390713	22390676	22386252
2911	ENSMUSG00000053199	chr9	+	51846240	51846124	51843775
2912	ENSMUSG00000045751	chr4	+	24580053	24580050	24578903
2918	ENSMUSG00000033576	chr15	+	77047030	77047007	77045758
2919	ENSMUSG00000033576	chr15	+	77050661	77050606	77047131
2925	ENSMUSG00000002963	chr7	+	44859887	44859722	44858749
2926	ENSMUSG00000002963	chr7	+	44862502	44862498	44862427
2927	ENSMUSG00000002963	chr7	+	44862568	44862498	44862427
2928	ENSMUSG00000054752	chr4	+	53693986	53693983	53686517
2929	ENSMUSG00000054752	chr4	+	53693986	53693983	53687239
2930	ENSMUSG00000029518	chr5	+	115640083	115640079	115637766
2931	ENSMUSG00000036928	chr5	+	138281904	138281864	138280620
2932	ENSMUSG00000020056	chr10	+	88215982	88215966	88213712
2933	ENSMUSG00000020056	chr10	+	88219252	88219249	88216074
2934	ENSMUSG00000028410	chr4	+	40727955	40726104	40724150
2937	ENSMUSG00000036073	chr4	+	41756346	41756343	41756130
2947	ENSMUSG00000028461	chr4	+	43495696	43495508	43495432
2951	ENSMUSG00000028469	chr4	+	43650393	43650148	43648415
2956	ENSMUSG00000029177	chr5	+	30673292	30673266	30673059
2957	ENSMUSG00000035637	chr4	+	44986290	44986285	44985395
2958	ENSMUSG00000007613	chr4	+	47393258	47393246	47383994
2961	ENSMUSG00000028347	chr4	+	48617234	48617231	48614983
2962	ENSMUSG00000038271	chr6	+	125151797	125151794	125151525
2963	ENSMUSG00000038271	chr6	+	125152443	125151794	125151525
2964	ENSMUSG00000038271	chr6	+	125152613	125151794	125151525
2965	ENSMUSG00000038271	chr6	+	125152613	125152443	125151525
2966	ENSMUSG00000038271	chr6	+	125153409	125153406	125151525
2967	ENSMUSG00000038271	chr6	+	125152613	125152443	125151803
2968	ENSMUSG00000038271	chr6	+	125153406	125153041	125152771
2969	ENSMUSG00000038271	chr6	+	125153409	125153041	125152771
2970	ENSMUSG00000038271	chr6	+	125153409	125153406	125152771
2971	ENSMUSG00000038271	chr6	+	125153409	125153406	125153162
2972	ENSMUSG00000018395	chr11	+	53593394	53593373	53586930
2973	ENSMUSG00000018395	chr11	+	53593394	53593373	53588760
2974	ENSMUSG00000018395	chr11	+	53593394	53593373	53590725
2975	ENSMUSG00000053286	chr1	+	151448253	151448225	151443326
2976	ENSMUSG00000028545	chr4	+	111433168	111433086	111431150
2977	ENSMUSG00000026074	chr1	+	40003762	40003756	39997182
2978	ENSMUSG00000026074	chr1	+	40000623	40000530	39999974
2979	ENSMUSG00000026074	chr1	+	40003762	40003756	40000749
2980	ENSMUSG00000026074	chr1	+	40003762	40003756	40001591
2981	ENSMUSG00000026074	chr1	+	40006673	40006670	40004913
2983	ENSMUSG00000004952	chr5	+	136101624	136101243	136101019
2984	ENSMUSG00000004952	chr5	+	136103836	136103546	136103424
2987	ENSMUSG00000025316	chr8	+	121978578	121978554	121975991
2988	ENSMUSG00000025316	chr8	+	121978601	121978554	121975991
2989	ENSMUSG00000025316	chr8	+	121978601	121978578	121975991
2990	ENSMUSG00000025316	chr8	+	122007099	122007090	122005682
2992	ENSMUSG00000007207	chr5	+	135048993	135048910	135045734
2993	ENSMUSG00000045917	chr4	+	63560911	63560881	63560405
2994	ENSMUSG00000042523	chr12	+	84135570	84135566	84131387
2995	ENSMUSG00000028392	chr4	+	62496981	62495997	62494857
2996	ENSMUSG00000045672	chr4	+	63313425	63312689	63309629
2997	ENSMUSG00000045672	chr4	+	63318261	63318191	63318037
2998	ENSMUSG00000045672	chr4	+	63324430	63324393	63323981
2999	ENSMUSG00000045672	chr4	+	63328534	63328531	63327895
3000	ENSMUSG00000033540	chr5	+	108680394	108680294	108680206
3003	ENSMUSG00000059689	chr6	+	117845024	117844982	117843392
3004	ENSMUSG00000051675	chr4	+	65613131	65613128	65605069
3005	ENSMUSG00000027333	chr2	+	131516216	131516197	131512217
3006	ENSMUSG00000027333	chr2	+	131520921	131520411	131520268
3007	ENSMUSG00000027333	chr2	+	131521054	131520411	131520268
3008	ENSMUSG00000027333	chr2	+	131521054	131520921	131520268
3009	ENSMUSG00000027333	chr2	+	131522147	131522058	131520268
3010	ENSMUSG00000027333	chr2	+	131522147	131522058	131521171
3021	ENSMUSG00000038070	chr4	+	85063180	85063177	85050136
3029	ENSMUSG00000030786	chr7	+	128070628	128070599	128068696
3030	ENSMUSG00000030786	chr7	+	128101636	128101633	128101556
3035	ENSMUSG00000035476	chrX	+	85609392	85609389	85575610
3036	ENSMUSG00000030759	chr7	+	113539276	113539272	113526038
3037	ENSMUSG00000028573	chr4	+	95821977	95820881	95812169
3040	ENSMUSG00000028524	chr4	+	102863664	102863661	102860794
3041	ENSMUSG00000028522	chr4	+	103118241	103118238	103115660
3042	ENSMUSG00000028522	chr4	+	103118280	103118238	103115660
3043	ENSMUSG00000028522	chr4	+	103118280	103118241	103115660
3044	ENSMUSG00000040675	chr10	+	4155649	4155541	4148126
3045	ENSMUSG00000001751	chr11	+	101073932	101073846	101072302
3048	ENSMUSG00000029712	chr5	+	137567256	137567237	137567068
3052	ENSMUSG00000028608	chr4	+	107891959	107891954	107891521
3053	ENSMUSG00000078656	chr11	+	101254942	101254918	101254176
3054	ENSMUSG00000034610	chr4	+	108549240	108549225	108548170
3058	ENSMUSG00000026342	chr1	+	125589838	125589810	125587455
3059	ENSMUSG00000090266	chr11	+	116845818	116845762	116843774
3061	ENSMUSG00000030731	chr7	+	44385955	44385928	44384949
3063	ENSMUSG00000028700	chr4	+	116151073	116151064	116150617
3064	ENSMUSG00000028700	chr4	+	116155459	116155367	116155146
3068	ENSMUSG00000028689	chr4	+	116709481	116709437	116709273
3069	ENSMUSG00000028689	chr4	+	116711310	116711285	116710280
3070	ENSMUSG00000028689	chr4	+	116711310	116711285	116710284
3071	ENSMUSG00000028689	chr4	+	116714087	116714015	116712826
3077	ENSMUSG00000038342	chr5	+	123452537	123452410	123450223
3078	ENSMUSG00000041939	chr5	+	114450276	114450240	114446306
3088	ENSMUSG00000058729	chr1	+	180665808	180665782	180661602
3090	ENSMUSG00000010277	chr11	+	78263589	78263553	78262828
3094	ENSMUSG00000046207	chr11	+	68539898	68539849	68536226
3097	ENSMUSG00000042388	chr4	+	127235417	127235384	127235059
3100	ENSMUSG00000028793	chr4	+	129073501	129073498	129071942
3101	ENSMUSG00000040859	chr4	+	129466913	129466822	129465346
3102	ENSMUSG00000028797	chr4	+	129602221	129602194	129601134
3103	ENSMUSG00000028797	chr4	+	129602221	129602194	129601533
3104	ENSMUSG00000028797	chr4	+	129602221	129602194	129601625
3105	ENSMUSG00000028797	chr4	+	129602221	129602194	129601961
3110	ENSMUSG00000026821	chr2	+	28542890	28542854	28542483
3111	ENSMUSG00000026821	chr2	+	28543638	28543553	28542950
3112	ENSMUSG00000028581	chr4	+	130926770	130926740	130926198
3113	ENSMUSG00000028581	chr4	+	130926770	130926751	130926198
3114	ENSMUSG00000028911	chr4	+	131886130	131886106	131885492
3115	ENSMUSG00000018819	chr7	+	142488865	142488847	142488515
3116	ENSMUSG00000018819	chr7	+	142494240	142494235	142490665
3117	ENSMUSG00000054405	chr4	+	132541781	132541720	132538288
3118	ENSMUSG00000054405	chr4	+	132544055	132544009	132541838
3119	ENSMUSG00000037692	chr4	+	133012192	133012189	133011523
3120	ENSMUSG00000037692	chr4	+	133060675	133060661	133055203
3121	ENSMUSG00000037692	chr4	+	133060780	133060661	133055203
3122	ENSMUSG00000037692	chr4	+	133060780	133060675	133055203
3125	ENSMUSG00000012126	chr4	+	134109093	134109090	134108355
3126	ENSMUSG00000056394	chr7	+	13286560	13286557	13285392
3127	ENSMUSG00000056394	chr7	+	13289393	13289387	13288759
3128	ENSMUSG00000037366	chr4	+	134410903	134410778	134403104
3129	ENSMUSG00000037366	chr4	+	134410903	134410778	134404243
3130	ENSMUSG00000037366	chr4	+	134410903	134410778	134405102
3132	ENSMUSG00000032966	chr2	+	151544012	151543905	151542865
3136	ENSMUSG00000028671	chr4	+	135966369	135966253	135966116
3141	ENSMUSG00000066037	chr4	+	136314089	136314086	136311089
3142	ENSMUSG00000028763	chr4	+	137540212	137540194	137540106
3143	ENSMUSG00000045980	chr11	+	115205477	115205474	115205161
3144	ENSMUSG00000041351	chr4	+	137727729	137727676	137727075
3145	ENSMUSG00000041351	chr4	+	137728259	137728228	137727779
3146	ENSMUSG00000028760	chr4	+	138120348	138120345	138105436
3147	ENSMUSG00000028760	chr4	+	138180546	138180489	138178010
3148	ENSMUSG00000028758	chr4	+	138278071	138277795	138275156
3149	ENSMUSG00000028758	chr4	+	138289240	138289237	138281466
3150	ENSMUSG00000028758	chr4	+	138289240	138289237	138288485
3159	ENSMUSG00000006215	chr4	+	141465976	141465523	141465436
3160	ENSMUSG00000006215	chr4	+	141466398	141466347	141466107
3165	ENSMUSG00000066800	chr1	+	153753634	153753606	153752947
3166	ENSMUSG00000027710	chr3	+	36085488	36085413	36082228
3167	ENSMUSG00000027710	chr3	+	36087759	36087719	36085542
3168	ENSMUSG00000046862	chr4	+	143416639	143416619	143415413
3172	ENSMUSG00000048148	chr8	+	72704960	72704834	72702973
3174	ENSMUSG00000017264	chr4	+	148581761	148581757	148581163
3190	ENSMUSG00000039852	chr4	+	150619024	150619000	150618552
3191	ENSMUSG00000029862	chr6	+	42294077	42294074	42293522
3193	ENSMUSG00000024949	chr19	+	6374548	6374524	6374283
3194	ENSMUSG00000024949	chr19	+	6374819	6374718	6374608
3210	ENSMUSG00000029049	chr4	+	155128682	155128678	155111589
3211	ENSMUSG00000023153	chr4	+	155469461	155469443	155469346
3216	ENSMUSG00000065990	chr4	+	155831982	155831892	155831766
3217	ENSMUSG00000029071	chr4	+	155853982	155853636	155853487
3218	ENSMUSG00000040563	chr9	+	21940759	21940684	21939378
3220	ENSMUSG00000059939	chr4	+	156122350	156121932	156119239
3223	ENSMUSG00000044876	chr7	+	6183861	6183789	6174101
3224	ENSMUSG00000044876	chr7	+	6183861	6183789	6181500
3225	ENSMUSG00000044876	chr7	+	6183861	6183789	6183694
3226	ENSMUSG00000029283	chr5	+	106975484	106974600	106974020
3227	ENSMUSG00000029283	chr5	+	106979315	106979294	106976712
3231	ENSMUSG00000054099	chr5	+	8430430	8430411	8428688
3232	ENSMUSG00000056004	chr5	+	9440719	9440692	9437843
3233	ENSMUSG00000056004	chr5	+	9440724	9440692	9437843
3234	ENSMUSG00000056004	chr5	+	9440724	9440719	9437843
3236	ENSMUSG00000061601	chr5	+	14718856	14718817	14714598
3237	ENSMUSG00000028864	chr5	+	16572506	16572491	16566861
3238	ENSMUSG00000028780	chr5	+	17670455	17670449	17663039
3240	ENSMUSG00000040003	chr5	+	20661263	20661241	20651193
3242	ENSMUSG00000038384	chr5	+	123158515	123158392	123157867
3246	ENSMUSG00000030795	chr7	+	127971840	127971837	127969871
3248	ENSMUSG00000026975	chr2	+	24965559	24965556	24962810
3249	ENSMUSG00000026975	chr2	+	24965559	24965556	24963156
3250	ENSMUSG00000026975	chr2	+	24965559	24965556	24963543
3251	ENSMUSG00000057375	chr4	+	107344511	107344487	107341102
3252	ENSMUSG00000008845	chr6	+	124329044	124328961	124327987
3264	ENSMUSG00000063870	chr6	+	125100798	125100777	125100589
3265	ENSMUSG00000063870	chr6	+	125102470	125102431	125102298
3266	ENSMUSG00000063870	chr6	+	125120469	125120204	125114466
3267	ENSMUSG00000029148	chr5	+	31243917	31243899	31243832
3269	ENSMUSG00000029141	chr5	+	31548613	31548610	31534927
3270	ENSMUSG00000029141	chr5	+	31548613	31548610	31540497
3271	ENSMUSG00000029141	chr5	+	31548613	31548610	31546266
3272	ENSMUSG00000014956	chr5	+	32483425	32483359	32480920
3274	ENSMUSG00000037426	chr5	+	32864157	32864009	32863743
3275	ENSMUSG00000037426	chr5	+	32864579	32864576	32863821
3276	ENSMUSG00000037426	chr5	+	32937547	32937520	32927939
3277	ENSMUSG00000037426	chr5	+	32937547	32937520	32934015
3279	ENSMUSG00000037313	chr5	+	33667063	33667042	33666745
3280	ENSMUSG00000037313	chr5	+	33671725	33671664	33671510
3281	ENSMUSG00000054252	chr5	+	33733256	33733253	33732912
3282	ENSMUSG00000057406	chr5	+	33867576	33867573	33864778
3283	ENSMUSG00000057406	chr5	+	33882902	33882798	33882683
3286	ENSMUSG00000029101	chr5	+	35025918	35025848	35024353
3287	ENSMUSG00000036990	chr8	+	79661040	79661037	79659462
3288	ENSMUSG00000024457	chr17	+	36837496	36837464	36837264
3289	ENSMUSG00000024457	chr17	+	36837496	36837464	36837283
3290	ENSMUSG00000023960	chr17	+	44080937	44080646	44078982
3293	ENSMUSG00000048200	chr7	+	141466045	141466008	141465837
3297	ENSMUSG00000062257	chr9	+	28901518	28901515	28813412
3300	ENSMUSG00000039178	chr5	+	53838176	53838126	53837970
3301	ENSMUSG00000028759	chr4	+	138223528	138223489	138222188
3302	ENSMUSG00000028759	chr4	+	138228643	138225888	138223649
3303	ENSMUSG00000029070	chr4	+	155840914	155840905	155840798
3305	ENSMUSG00000067629	chr17	+	26959608	26959401	26958221
3306	ENSMUSG00000067629	chr17	+	26964832	26964826	26963087
3307	ENSMUSG00000067629	chr17	+	26966882	26966869	26965038
3309	ENSMUSG00000015095	chr2	+	25502870	25502856	25502151
