	GeneID	chr	strand	SeStart	SeEnd	upstreamEnd	DownstreamStart
44152	ENSMUSG00000038836	chr6	+	34783569	34783593	34782218	34785190
44153	ENSMUSG00000038836	chr6	+	34783569	34783630	34782218	34785190
44154	ENSMUSG00000038836	chr6	+	34793881	34793989	34785376	34798193
44155	ENSMUSG00000038836	chr6	+	34803442	34803611	34799909	34812831
44156	ENSMUSG00000038836	chr6	+	34828191	34828249	34824800	34832504
44157	ENSMUSG00000038836	chr6	+	34836812	34836858	34832576	34846754
44158	ENSMUSG00000038836	chr6	+	34839324	34839509	34836858	34846754
44160	ENSMUSG00000038759	chr6	+	35188623	35188768	35186604	35189095
44161	ENSMUSG00000038759	chr6	+	35188623	35188768	35186604	35189854
44162	ENSMUSG00000038759	chr6	+	35189095	35189255	35186604	35189854
44163	ENSMUSG00000038759	chr6	+	35189095	35189255	35188768	35189854
44164	ENSMUSG00000038759	chr6	+	35198835	35198986	35196856	35199853
44165	ENSMUSG00000038759	chr6	+	35206119	35206219	35205534	35208080
44166	ENSMUSG00000038759	chr6	+	35212726	35212847	35211017	35214317
44167	ENSMUSG00000038759	chr6	+	35219684	35219799	35215198	35223512
44183	ENSMUSG00000031637	chr8	+	46022011	46022232	46020747	46022862
44184	ENSMUSG00000024807	chr19	+	6050940	6051069	6050685	6051154
44185	ENSMUSG00000024807	chr19	+	6051392	6051579	6051310	6052327
44186	ENSMUSG00000029833	chr6	+	37908216	37908364	37903651	37915164
44187	ENSMUSG00000029833	chr6	+	37915164	37915297	37908364	37919373
44188	ENSMUSG00000029833	chr6	+	37919373	37919490	37915297	37927525
44189	ENSMUSG00000029833	chr6	+	37927525	37927640	37919490	37931353
44190	ENSMUSG00000029833	chr6	+	37931353	37931500	37927640	37943412
44191	ENSMUSG00000029833	chr6	+	37943412	37943530	37931500	37945520
44192	ENSMUSG00000029833	chr6	+	37957003	37957172	37956475	37957508
44193	ENSMUSG00000029833	chr6	+	37964702	37964852	37960855	37965500
44194	ENSMUSG00000056832	chr6	+	38389099	38389290	38387711	38389981
44195	ENSMUSG00000056832	chr6	+	38389981	38390031	38387711	38391418
44196	ENSMUSG00000056832	chr6	+	38409414	38409503	38406000	38410773
44197	ENSMUSG00000029823	chr6	+	38554979	38555063	38551908	38565654
44198	ENSMUSG00000029823	chr6	+	38554979	38555063	38551908	38568846
44199	ENSMUSG00000029823	chr6	+	38554979	38555063	38551908	38570509
44200	ENSMUSG00000029823	chr6	+	38559203	38559304	38551908	38565654
44201	ENSMUSG00000029823	chr6	+	38559203	38559304	38551908	38568846
44202	ENSMUSG00000029823	chr6	+	38559203	38559304	38551908	38570509
44203	ENSMUSG00000029823	chr6	+	38559203	38559304	38555063	38565654
44204	ENSMUSG00000029823	chr6	+	38559203	38559304	38555063	38568846
44205	ENSMUSG00000029823	chr6	+	38559203	38559304	38555063	38570509
44206	ENSMUSG00000029823	chr6	+	38559203	38559304	38558075	38565654
44207	ENSMUSG00000029823	chr6	+	38559203	38559304	38558075	38568846
44208	ENSMUSG00000029823	chr6	+	38565654	38565722	38551908	38568846
44209	ENSMUSG00000029823	chr6	+	38565654	38565722	38551908	38570509
44210	ENSMUSG00000029823	chr6	+	38565654	38565722	38555063	38568846
44211	ENSMUSG00000029823	chr6	+	38565654	38565722	38555063	38570509
44212	ENSMUSG00000029823	chr6	+	38565654	38565722	38558075	38568846
44213	ENSMUSG00000029823	chr6	+	38565654	38565722	38559304	38568846
44214	ENSMUSG00000029823	chr6	+	38565654	38565722	38559304	38570509
44215	ENSMUSG00000029823	chr6	+	38568846	38568917	38551908	38570509
44216	ENSMUSG00000029823	chr6	+	38568846	38568917	38555063	38570509
44217	ENSMUSG00000029823	chr6	+	38568846	38568917	38559304	38570509
44218	ENSMUSG00000029823	chr6	+	38568846	38568917	38565722	38570509
44219	ENSMUSG00000029823	chr6	+	38570509	38570604	38559304	38585040
44220	ENSMUSG00000029823	chr6	+	38571041	38571088	38570604	38585040
44221	ENSMUSG00000029823	chr6	+	38598784	38598814	38593469	38603276
44222	ENSMUSG00000029823	chr6	+	38603276	38603468	38593469	38608152
44223	ENSMUSG00000003865	chr7	+	45442422	45442540	45440049	45442915
44224	ENSMUSG00000003865	chr7	+	45451562	45451658	45448379	45451750
44225	ENSMUSG00000003865	chr7	+	45454821	45454902	45451914	45455040
44226	ENSMUSG00000079598	chr6	+	38673442	38673517	38663416	38676796
44232	ENSMUSG00000085058	chr6	+	39529448	39529522	39527644	39529691
44233	ENSMUSG00000085058	chr6	+	39529448	39529522	39527644	39543103
44234	ENSMUSG00000085058	chr6	+	39529691	39529819	39527644	39541301
44235	ENSMUSG00000085058	chr6	+	39529691	39529819	39527644	39543103
44236	ENSMUSG00000085058	chr6	+	39529691	39529819	39529522	39543103
44249	ENSMUSG00000029916	chr6	+	40347411	40347451	40329599	40352352
44250	ENSMUSG00000029916	chr6	+	40352352	40352432	40329599	40357044
44251	ENSMUSG00000029916	chr6	+	40352352	40354807	40329599	40357044
44252	ENSMUSG00000029916	chr6	+	40355013	40355093	40352432	40357044
44253	ENSMUSG00000029916	chr6	+	40355013	40355093	40354807	40357044
44254	ENSMUSG00000029916	chr6	+	40357044	40357120	40329599	40364274
44255	ENSMUSG00000029916	chr6	+	40368580	40368675	40366773	40376221
44256	ENSMUSG00000029916	chr6	+	40381203	40381283	40376291	40383759
44260	ENSMUSG00000066442	chr9	+	89212533	89213256	89211481	89214411
44261	ENSMUSG00000066442	chr9	+	89212533	89213256	89211481	89215208
44262	ENSMUSG00000066442	chr9	+	89214411	89214481	89211481	89215208
44263	ENSMUSG00000066442	chr9	+	89214411	89214481	89213256	89215208
44264	ENSMUSG00000066442	chr9	+	89215208	89215470	89211311	89226170
44265	ENSMUSG00000066442	chr9	+	89215208	89215470	89211481	89226170
44266	ENSMUSG00000066442	chr9	+	89215208	89215470	89211481	89239841
44267	ENSMUSG00000066442	chr9	+	89226170	89226387	89211481	89235671
44268	ENSMUSG00000066442	chr9	+	89226170	89226387	89211481	89239841
44269	ENSMUSG00000066442	chr9	+	89226170	89226387	89215470	89235671
44270	ENSMUSG00000066442	chr9	+	89226170	89226387	89215470	89239841
44271	ENSMUSG00000066442	chr9	+	89235671	89235744	89211481	89239841
44272	ENSMUSG00000066442	chr9	+	89235671	89235744	89215470	89239841
44273	ENSMUSG00000066442	chr9	+	89235671	89235744	89226387	89239841
44274	ENSMUSG00000031753	chr8	+	110849867	110849922	110847209	110851335
44275	ENSMUSG00000031753	chr8	+	110849867	110849950	110847209	110851335
44276	ENSMUSG00000031753	chr8	+	110852285	110852460	110851450	110853669
44277	ENSMUSG00000031753	chr8	+	110859885	110859944	110858694	110863250
44278	ENSMUSG00000031753	chr8	+	110863250	110863384	110859944	110865976
44279	ENSMUSG00000031753	chr8	+	110865976	110866095	110863384	110866560
44280	ENSMUSG00000031753	chr8	+	110879005	110879122	110874208	110879632
44281	ENSMUSG00000031753	chr8	+	110879632	110879725	110874208	110880594
44282	ENSMUSG00000031753	chr8	+	110881370	110881499	110880976	110881730
44284	ENSMUSG00000038039	chr10	+	58256746	58256904	58255882	58258240
44285	ENSMUSG00000038039	chr10	+	58256819	58256896	58255882	58258240
44286	ENSMUSG00000038039	chr10	+	58256819	58256904	58255882	58258240
44287	ENSMUSG00000038039	chr10	+	58267966	58268071	58258308	58269261
44288	ENSMUSG00000038039	chr10	+	58272332	58272405	58271706	58274735
44289	ENSMUSG00000038039	chr10	+	58274735	58274836	58271706	58274935
44290	ENSMUSG00000038039	chr10	+	58276538	58276697	58275034	58278786
44291	ENSMUSG00000038039	chr10	+	58276577	58276697	58275034	58278786
44292	ENSMUSG00000038039	chr10	+	58292564	58292782	58290476	58294710
44293	ENSMUSG00000046311	chr11	+	49203995	49204168	49203538	49212694
44294	ENSMUSG00000046311	chr11	+	49204450	49204475	49204210	49212694
44295	ENSMUSG00000046311	chr11	+	49212694	49212776	49203538	49215063
44296	ENSMUSG00000046311	chr11	+	49213589	49213642	49212776	49215063
44297	ENSMUSG00000046311	chr11	+	49214222	49214654	49213642	49215063
44298	ENSMUSG00000046311	chr11	+	49214525	49214654	49213642	49215063
44299	ENSMUSG00000046311	chr11	+	49214554	49214654	49213642	49215063
44300	ENSMUSG00000090206	chr8	+	95320905	95320938	95320714	95321159
44301	ENSMUSG00000090206	chr8	+	95320905	95320938	95320714	95325486
44302	ENSMUSG00000041673	chr14	+	33007012	33007089	32995308	33008407
44349	ENSMUSG00000078517	chr4	+	139360029	139360179	139359366	139360879
44350	ENSMUSG00000078517	chr4	+	139360456	139360624	139360179	139360879
44351	ENSMUSG00000078517	chr4	+	139364330	139364339	139363779	139365194
44354	ENSMUSG00000029686	chr6	+	47453836	47454029	47453627	47484743
44355	ENSMUSG00000029686	chr6	+	47501167	47501218	47497388	47501698
44356	ENSMUSG00000029686	chr6	+	47501698	47501789	47497388	47508225
44357	ENSMUSG00000029686	chr6	+	47502426	47502590	47501789	47508225
44358	ENSMUSG00000029686	chr6	+	47508972	47509103	47508388	47514794
44359	ENSMUSG00000029686	chr6	+	47516474	47516523	47515085	47517101
44360	ENSMUSG00000029686	chr6	+	47517101	47517233	47516523	47518164
44361	ENSMUSG00000029686	chr6	+	47518164	47518282	47516523	47519135
44362	ENSMUSG00000029686	chr6	+	47519647	47519779	47519212	47520792
44363	ENSMUSG00000029686	chr6	+	47523203	47523286	47523125	47523698
44374	ENSMUSG00000045466	chr6	+	47957475	47957602	47956170	47962524
44375	ENSMUSG00000045466	chr6	+	47957475	47957724	47956170	47962524
44376	ENSMUSG00000031072	chr7	+	144919223	144919341	144917680	144928924
44383	ENSMUSG00000052751	chr6	+	48594790	48594976	48594052	48596292
44384	ENSMUSG00000052751	chr6	+	48594861	48594976	48594052	48596292
44385	ENSMUSG00000052751	chr6	+	48594861	48594976	48594052	48596295
44401	ENSMUSG00000023367	chr6	+	48842588	48842699	48842401	48843784
44402	ENSMUSG00000073609	chr1	+	93832595	93832789	93829896	93835286
44403	ENSMUSG00000073609	chr1	+	93835286	93835455	93829896	93837939
44404	ENSMUSG00000050786	chr6	+	49339262	49339332	49334297	49339825
44406	ENSMUSG00000047115	chr6	+	49385372	49385455	49383079	49388816
44407	ENSMUSG00000029819	chr6	+	49823597	49823785	49822801	49827488
44408	ENSMUSG00000018572	chr11	+	69997596	69997628	69996053	69997745
44409	ENSMUSG00000038388	chr6	+	50143718	50143784	50110464	50145773
44410	ENSMUSG00000038388	chr6	+	50143718	50143784	50110454	50145773
44411	ENSMUSG00000038388	chr6	+	50143718	50143784	50111127	50145773
44412	ENSMUSG00000038388	chr6	+	50145773	50145892	50110464	50158681
44413	ENSMUSG00000038388	chr6	+	50145773	50145892	50111127	50158681
44414	ENSMUSG00000038388	chr6	+	50151938	50152023	50145892	50158681
44415	ENSMUSG00000038388	chr6	+	50158681	50158834	50145892	50162585
44416	ENSMUSG00000038388	chr6	+	50176876	50176918	50163649	50178388
44417	ENSMUSG00000038388	chr6	+	50183709	50183871	50180659	50194525
44433	ENSMUSG00000085776	chr6	+	50575465	50575532	50567022	50589908
44448	ENSMUSG00000029836	chr6	+	51471815	51471868	51470739	51475230
44449	ENSMUSG00000029836	chr6	+	51471815	51471868	51470739	51481723
44450	ENSMUSG00000029836	chr6	+	51471815	51471868	51470734	51481723
44451	ENSMUSG00000029836	chr6	+	51475230	51475373	51470739	51481723
44452	ENSMUSG00000029836	chr6	+	51475230	51475373	51471868	51478437
44453	ENSMUSG00000029836	chr6	+	51475230	51475373	51471868	51481723
44454	ENSMUSG00000029836	chr6	+	51478437	51478600	51471868	51481723
44455	ENSMUSG00000029836	chr6	+	51478437	51478600	51475373	51481723
44456	ENSMUSG00000032086	chr9	+	45852887	45852976	45839288	45854626
44457	ENSMUSG00000032086	chr9	+	45854626	45854655	45839288	45856087
44458	ENSMUSG00000032086	chr9	+	45854626	45854843	45839288	45856087
44459	ENSMUSG00000032086	chr9	+	45858399	45858501	45857248	45858909
44460	ENSMUSG00000087658	chr6	+	52161238	52161507	52158686	52161930
44461	ENSMUSG00000018995	chr7	+	96973481	96973562	96959811	97002797
44462	ENSMUSG00000018995	chr7	+	97002797	97002892	96973562	97023617
44463	ENSMUSG00000018995	chr7	+	97023617	97023750	97002892	97031337
44464	ENSMUSG00000018995	chr7	+	97031337	97031436	97002892	97039898
44465	ENSMUSG00000018995	chr7	+	97031545	97031583	97031436	97035230
44466	ENSMUSG00000018995	chr7	+	97031550	97031583	97031436	97035230
44467	ENSMUSG00000018995	chr7	+	97035230	97035297	97031436	97039898
44468	ENSMUSG00000018995	chr7	+	97039898	97040036	97035297	97057447
44476	ENSMUSG00000086040	chr6	+	54452825	54453005	54429860	54481784
44477	ENSMUSG00000086040	chr6	+	54481784	54481917	54453005	54483824
44478	ENSMUSG00000086040	chr6	+	54489007	54489109	54488030	54496479
44479	ENSMUSG00000086040	chr6	+	54489007	54489109	54488030	54500992
44480	ENSMUSG00000086040	chr6	+	54496479	54496556	54488030	54500992
44481	ENSMUSG00000086040	chr6	+	54496479	54496556	54489109	54500992
44488	ENSMUSG00000007458	chr6	+	122311603	122311627	122309166	122312233
44489	ENSMUSG00000005225	chr6	+	54615214	54615370	54613208	54616632
44490	ENSMUSG00000005225	chr6	+	54615214	54615370	54613208	54619193
44491	ENSMUSG00000005225	chr6	+	54616632	54616757	54613208	54619193
44492	ENSMUSG00000005225	chr6	+	54616632	54616757	54615370	54619193
44493	ENSMUSG00000038065	chr6	+	54689005	54689128	54681931	54698979
44494	ENSMUSG00000038065	chr6	+	54699482	54699554	54699075	54701107
44495	ENSMUSG00000032293	chr9	+	54883896	54884115	54882456	54885874
44496	ENSMUSG00000032293	chr9	+	54883896	54884115	54882456	54886489
44497	ENSMUSG00000032293	chr9	+	54885874	54885944	54882456	54886489
44498	ENSMUSG00000032293	chr9	+	54885874	54885944	54884115	54886489
44499	ENSMUSG00000032293	chr9	+	54891002	54891174	54887407	54895378
44500	ENSMUSG00000032293	chr9	+	54892474	54892572	54891174	54895378
44501	ENSMUSG00000032293	chr9	+	54899949	54900106	54899472	54900447
44502	ENSMUSG00000032293	chr9	+	54906800	54906923	54906716	54908741
44503	ENSMUSG00000032293	chr9	+	54908741	54908927	54906923	54909630
44512	ENSMUSG00000058446	chr6	+	54842674	54842699	54817472	54863899
44513	ENSMUSG00000058446	chr6	+	54884764	54884846	54878454	54888455
44515	ENSMUSG00000029777	chr6	+	55053128	55053205	55052264	55055749
44516	ENSMUSG00000029777	chr6	+	55075381	55075491	55073424	55076954
44519	ENSMUSG00000038022	chr6	+	55211249	55211369	55203569	55216506
44520	ENSMUSG00000038022	chr6	+	55255610	55255666	55224368	55260534
44521	ENSMUSG00000038022	chr6	+	55262718	55262835	55260641	55276553
44522	ENSMUSG00000038022	chr6	+	55263775	55263864	55262835	55276553
44523	ENSMUSG00000038022	chr6	+	55297687	55297751	55284813	55308154
44524	ENSMUSG00000038022	chr6	+	55300942	55301104	55297751	55308154
44528	ENSMUSG00000000134	chrX	+	7767892	7767997	7767684	7769429
44529	ENSMUSG00000000134	chrX	+	7770773	7770830	7769547	7770994
44530	ENSMUSG00000000134	chrX	+	7770994	7771070	7769547	7772448
44531	ENSMUSG00000029787	chr6	+	56735362	56735432	56730680	56736437
44532	ENSMUSG00000062190	chr6	+	57724545	57724692	57723636	57726416
44555	ENSMUSG00000029802	chr6	+	58596974	58597108	58596017	58655637
44556	ENSMUSG00000029802	chr6	+	58655637	58655856	58597108	58663613
44557	ENSMUSG00000029802	chr6	+	58665103	58665256	58664558	58666881
44558	ENSMUSG00000023393	chr2	+	180733716	180733816	180732572	180735842
44559	ENSMUSG00000023393	chr2	+	180737591	180737679	180737103	180738408
44560	ENSMUSG00000039578	chr6	+	61718144	61718228	61638513	61810630
44563	ENSMUSG00000031584	chr8	+	33685543	33685702	33682679	33689340
44564	ENSMUSG00000031584	chr8	+	33693798	33693930	33689452	33694998
44594	ENSMUSG00000032356	chr9	+	89911447	89911592	89910273	89915491
44595	ENSMUSG00000032356	chr9	+	89944725	89944879	89924170	89950907
44596	ENSMUSG00000032356	chr9	+	89970977	89971087	89970546	89974764
44597	ENSMUSG00000032356	chr9	+	90004841	90004902	90002464	90010394
44598	ENSMUSG00000032356	chr9	+	90009272	90009376	90004902	90010394
44599	ENSMUSG00000032356	chr9	+	90017035	90017115	90012957	90020312
44600	ENSMUSG00000042213	chr6	+	116274815	116275025	116273872	116284739
44601	ENSMUSG00000042213	chr6	+	116274815	116275025	116273872	116285853
44602	ENSMUSG00000042213	chr6	+	116284739	116284815	116273872	116285853
44603	ENSMUSG00000042213	chr6	+	116284739	116284815	116273872	116287981
44604	ENSMUSG00000042213	chr6	+	116284739	116284815	116275025	116285853
44605	ENSMUSG00000042213	chr6	+	116285853	116285921	116273872	116287981
44606	ENSMUSG00000042213	chr6	+	116285853	116285921	116273872	116313844
44607	ENSMUSG00000042213	chr6	+	116285853	116285921	116284815	116287981
44608	ENSMUSG00000042213	chr6	+	116287981	116288168	116273872	116305616
44609	ENSMUSG00000042213	chr6	+	116287981	116288168	116273872	116313844
44610	ENSMUSG00000042213	chr6	+	116287981	116288168	116285921	116313844
44611	ENSMUSG00000042213	chr6	+	116305616	116305761	116273872	116313844
44612	ENSMUSG00000042213	chr6	+	116305616	116305761	116288168	116313844
44613	ENSMUSG00000042213	chr6	+	116328206	116328324	116273872	116329348
44614	ENSMUSG00000042213	chr6	+	116328206	116328324	116315642	116329348
44617	ENSMUSG00000031903	chr8	+	106161083	106161308	106160679	106162824
44618	ENSMUSG00000029729	chr5	+	138092919	138093432	138085231	138100589
44619	ENSMUSG00000029729	chr5	+	138092925	138093432	138085231	138100589
44620	ENSMUSG00000029729	chr5	+	138093991	138094139	138093432	138100589
44621	ENSMUSG00000029729	chr5	+	138097066	138097158	138094139	138100589
44622	ENSMUSG00000029729	chr5	+	138097452	138097579	138097158	138100589
44623	ENSMUSG00000027430	chr2	+	144603787	144603878	144600091	144617191
44624	ENSMUSG00000027430	chr2	+	144617191	144617427	144603878	144635757
44625	ENSMUSG00000027430	chr2	+	144617191	144617427	144603878	144746900
44626	ENSMUSG00000027430	chr2	+	144635757	144635864	144603878	144746900
44627	ENSMUSG00000027430	chr2	+	144635757	144635864	144617427	144746900
44628	ENSMUSG00000027430	chr2	+	144746900	144747073	144635864	144768210
44632	ENSMUSG00000031865	chr6	+	83183058	83183137	83182769	83183298
44633	ENSMUSG00000031865	chr6	+	83183935	83183956	83183333	83186427
44634	ENSMUSG00000031865	chr6	+	83183935	83183956	83183333	83187763
44635	ENSMUSG00000031865	chr6	+	83183935	83183956	83183333	83189076
44636	ENSMUSG00000031865	chr6	+	83186427	83186445	83183333	83187763
44637	ENSMUSG00000031865	chr6	+	83186427	83186445	83183956	83187763
44638	ENSMUSG00000031865	chr6	+	83187763	83187784	83183333	83189076
44639	ENSMUSG00000031865	chr6	+	83187763	83187784	83183956	83189076
44640	ENSMUSG00000031865	chr6	+	83191244	83191361	83191160	83191565
44641	ENSMUSG00000031865	chr6	+	83197318	83197333	83196107	83197490
44642	ENSMUSG00000031865	chr6	+	83199187	83199277	83198661	83199673
44643	ENSMUSG00000022240	chr15	+	30332009	30332146	30173163	30480781
44644	ENSMUSG00000022240	chr15	+	30480781	30480894	30332146	30619221
44645	ENSMUSG00000022240	chr15	+	30480781	30480894	30332146	30775098
44646	ENSMUSG00000022240	chr15	+	30619221	30619253	30480894	30619822
44647	ENSMUSG00000022240	chr15	+	30619822	30619939	30480894	30634643
44648	ENSMUSG00000022240	chr15	+	30619822	30619939	30480894	30669411
44649	ENSMUSG00000022240	chr15	+	30634643	30634816	30619939	30646768
44650	ENSMUSG00000022240	chr15	+	30646768	30647324	30619939	30669411
44651	ENSMUSG00000022240	chr15	+	30669411	30669606	30619939	30683214
44652	ENSMUSG00000022240	chr15	+	30775098	30775231	30332146	30847227
44653	ENSMUSG00000022240	chr15	+	30806685	30806899	30775231	30847227
44654	ENSMUSG00000022240	chr15	+	30905659	30905833	30887279	30920711
44655	ENSMUSG00000022240	chr15	+	30905659	30905833	30887279	30921854
44656	ENSMUSG00000022240	chr15	+	30920711	30920786	30887279	30921854
44657	ENSMUSG00000022240	chr15	+	30920711	30920786	30905833	30921854
44658	ENSMUSG00000022240	chr15	+	31004948	31005075	30922005	31020700
44659	ENSMUSG00000022240	chr15	+	31004948	31005075	30972877	31020700
44660	ENSMUSG00000022240	chr15	+	31009032	31009164	31005075	31020700
44664	ENSMUSG00000054169	chr7	+	24778125	24778485	24777339	24780869
44665	ENSMUSG00000001100	chr11	+	78516818	78516915	78515185	78517552
44669	ENSMUSG00000032458	chr9	+	98587551	98587620	98587405	98587760
44682	ENSMUSG00000041765	chr14	+	121905122	121905250	121878774	121907290
44683	ENSMUSG00000041765	chr14	+	121973608	121973732	121908320	121983267
44684	ENSMUSG00000041765	chr14	+	121973608	121973732	121908320	121994224
44685	ENSMUSG00000041765	chr14	+	121983267	121983315	121908320	121994224
44686	ENSMUSG00000041765	chr14	+	121983267	121983315	121973732	121994224
44687	ENSMUSG00000041765	chr14	+	121994224	121994470	121908320	122008790
44688	ENSMUSG00000021476	chr13	+	64182106	64182278	64176088	64184572
44709	ENSMUSG00000005982	chr16	+	3894368	3894484	3872581	3897250
44710	ENSMUSG00000005982	chr16	+	3895513	3895800	3894484	3897250
44711	ENSMUSG00000005982	chr16	+	3895513	3895967	3894484	3897250
44715	ENSMUSG00000052852	chr6	+	71756363	71756436	71708001	71761364
44716	ENSMUSG00000052852	chr6	+	71756363	71756436	71708001	71773187
44717	ENSMUSG00000052852	chr6	+	71761364	71761441	71708001	71773187
44718	ENSMUSG00000052852	chr6	+	71761364	71761441	71756436	71773187
44719	ENSMUSG00000052852	chr6	+	71773187	71773308	71756436	71780721
44720	ENSMUSG00000052852	chr6	+	71780721	71780835	71773308	71795146
44721	ENSMUSG00000052852	chr6	+	71795146	71795324	71780835	71807790
44722	ENSMUSG00000049553	chr6	+	71926648	71926811	71926389	71929308
44723	ENSMUSG00000049553	chr6	+	71961523	71961606	71954845	71963673
44724	ENSMUSG00000056091	chr6	+	72128263	72128387	72097782	72132051
44725	ENSMUSG00000056091	chr6	+	72128263	72128387	72097782	72142139
44726	ENSMUSG00000056091	chr6	+	72132051	72132163	72097782	72142139
44727	ENSMUSG00000056091	chr6	+	72132051	72132163	72128387	72142139
44728	ENSMUSG00000056091	chr6	+	72142139	72142483	72097782	72149018
44729	ENSMUSG00000056091	chr6	+	72142139	72142483	72132163	72147068
44730	ENSMUSG00000056091	chr6	+	72142139	72142483	72132163	72153430
44731	ENSMUSG00000056091	chr6	+	72147068	72147255	72132163	72153430
44732	ENSMUSG00000056091	chr6	+	72147068	72147255	72142483	72149018
44733	ENSMUSG00000056091	chr6	+	72147068	72147255	72142483	72153430
44734	ENSMUSG00000056091	chr6	+	72149018	72149177	72142483	72153430
44735	ENSMUSG00000056091	chr6	+	72149018	72149177	72147255	72153430
44744	ENSMUSG00000034940	chr11	+	83977079	83977201	83971592	83978919
44745	ENSMUSG00000034940	chr11	+	83977082	83977201	83971592	83978919
44746	ENSMUSG00000034940	chr11	+	83978919	83979050	83971592	83981416
44747	ENSMUSG00000034940	chr11	+	83985248	83985551	83982307	83986813
44748	ENSMUSG00000034940	chr11	+	83985248	83985551	83982307	83987912
44749	ENSMUSG00000034940	chr11	+	83986813	83986851	83985551	83987912
44750	ENSMUSG00000034940	chr11	+	83986813	83987047	83982307	83987912
44751	ENSMUSG00000034940	chr11	+	83986813	83987047	83985551	83987912
44752	ENSMUSG00000034940	chr11	+	84002172	84002235	84001970	84008617
44753	ENSMUSG00000034940	chr11	+	84008617	84009550	83982307	84019590
44754	ENSMUSG00000034940	chr11	+	84008617	84009550	84002235	84019590
44755	ENSMUSG00000034940	chr11	+	84019359	84019953	84009550	84023260
44756	ENSMUSG00000034940	chr11	+	84019590	84019953	84009550	84023260
44757	ENSMUSG00000034940	chr11	+	84023260	84023424	84019953	84024277
44758	ENSMUSG00000034940	chr11	+	84039655	84039691	84039321	84040796
44759	ENSMUSG00000053460	chr6	+	72414671	72414842	72414449	72417854
44760	ENSMUSG00000053460	chr6	+	72419016	72419266	72418466	72422415
44761	ENSMUSG00000053460	chr6	+	72426360	72426626	72425949	72427041
44762	ENSMUSG00000053460	chr6	+	72427897	72428049	72427173	72428457
44763	ENSMUSG00000056737	chr6	+	72549729	72549868	72549501	72555272
44764	ENSMUSG00000056666	chr6	+	72606873	72607033	72606739	72607241
44774	ENSMUSG00000002781	chr7	+	45897434	45897666	45897101	45899631
44775	ENSMUSG00000002781	chr7	+	45899631	45899736	45897101	45906917
44776	ENSMUSG00000002781	chr7	+	45899631	45899736	45897101	45909321
44777	ENSMUSG00000002781	chr7	+	45899631	45899736	45897666	45906917
44778	ENSMUSG00000002781	chr7	+	45906917	45907112	45897101	45909321
44779	ENSMUSG00000002781	chr7	+	45906917	45907112	45899736	45909321
44780	ENSMUSG00000002781	chr7	+	45908106	45908237	45907112	45909321
44781	ENSMUSG00000035125	chr6	+	81933727	81933803	81932911	81935905
44782	ENSMUSG00000035125	chr6	+	81942928	81943010	81941441	81943428
44783	ENSMUSG00000035125	chr6	+	81956830	81956955	81953420	81957953
44784	ENSMUSG00000035104	chr6	+	82044314	82044508	82041901	82071054
44785	ENSMUSG00000000693	chr6	+	83035454	83035797	83034289	83037428
44786	ENSMUSG00000000693	chr6	+	83035579	83035797	83034289	83037428
44787	ENSMUSG00000000693	chr6	+	83048868	83049023	83048758	83049183
44793	ENSMUSG00000068328	chr6	+	83055128	83055279	83055048	83055505
44794	ENSMUSG00000068328	chr6	+	83056066	83056140	83055970	83056367
44795	ENSMUSG00000068328	chr6	+	83056367	83056434	83056140	83056541
44796	ENSMUSG00000068328	chr6	+	83056977	83057093	83056878	83057275
44797	ENSMUSG00000068328	chr6	+	83057275	83057394	83057093	83057497
44805	ENSMUSG00000030036	chr6	+	83116018	83116248	83115926	83116627
44814	ENSMUSG00000034930	chr6	+	83137960	83138246	83136059	83145930
44815	ENSMUSG00000034930	chr6	+	83137960	83138246	83137456	83145930
44816	ENSMUSG00000034930	chr6	+	83147488	83147550	83146130	83147651
44817	ENSMUSG00000034930	chr6	+	83148105	83148315	83147945	83149463
44818	ENSMUSG00000034930	chr6	+	83149671	83149778	83149558	83149971
44819	ENSMUSG00000034930	chr6	+	83150907	83151076	83150100	83151236
44822	ENSMUSG00000030030	chr6	+	83160911	83161133	83156590	83161215
44823	ENSMUSG00000030030	chr6	+	83161215	83161437	83161133	83161556
44830	ENSMUSG00000020023	chr10	+	94330072	94330145	94312202	94375348
44831	ENSMUSG00000020023	chr10	+	94430522	94430639	94312202	94578422
44842	ENSMUSG00000034744	chr6	+	83796906	83796991	83795282	83797176
44843	ENSMUSG00000034744	chr6	+	83796906	83796991	83795374	83797176
44844	ENSMUSG00000034744	chr6	+	83797176	83797275	83796991	83797955
44845	ENSMUSG00000034744	chr6	+	83799270	83799383	83798654	83800270
44846	ENSMUSG00000034744	chr6	+	83801090	83801188	83800358	83801497
44847	ENSMUSG00000030016	chr6	+	83928652	83930165	83914479	83934948
44848	ENSMUSG00000030016	chr6	+	83928652	83930165	83914489	83934948
44849	ENSMUSG00000030016	chr6	+	83941244	83941283	83935010	83942833
44850	ENSMUSG00000030016	chr6	+	83954710	83954761	83953387	83958183
44851	ENSMUSG00000030016	chr6	+	83954710	83954761	83953387	83959930
44852	ENSMUSG00000030016	chr6	+	83956693	83956762	83954761	83957508
44853	ENSMUSG00000030016	chr6	+	83957508	83957592	83954761	83958183
44854	ENSMUSG00000030016	chr6	+	83958183	83958252	83953387	83959930
44855	ENSMUSG00000030016	chr6	+	83958183	83958252	83954761	83959930
