	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
6710	ENSMUSG00000024220	chr17	+	28202434	28202598	28203085	28203250	28202348	28204454
6716	ENSMUSG00000052783	chr5	+	34731480	34731570	34745162	34745371	34730042	34748178
6720	ENSMUSG00000029154	chr5	+	73417943	73418201	73421453	73421579	73416796	73430411
6721	ENSMUSG00000020153	chr10	+	80254839	80255019	80255089	80255136	80253783	80255923
6724	ENSMUSG00000024811	chr19	+	36873796	36874016	36876184	36876373	36872588	36879234
6725	ENSMUSG00000036377	chr5	+	76759585	76759731	76822465	76822637	76657853	76840787
6726	ENSMUSG00000036377	chr5	+	76822465	76822637	76840787	76840923	76759731	76848816
6727	ENSMUSG00000036377	chr5	+	76840787	76840923	76848816	76848981	76822637	76851335
6730	ENSMUSG00000040428	chr7	+	45549229	45549306	45549803	45549965	45549159	45553568
6731	ENSMUSG00000040428	chr7	+	45549229	45549306	45553244	45553294	45549159	45553568
6732	ENSMUSG00000040428	chr7	+	45549803	45549965	45553244	45553294	45549159	45553568
6734	ENSMUSG00000035851	chr5	+	86820085	86820175	86820632	86820686	86817333	86821251
6741	ENSMUSG00000032435	chr9	+	114719857	114719902	114720548	114720669	114717922	114721704
6742	ENSMUSG00000029291	chr5	+	88584129	88584317	88614940	88615114	88583954	88616461
6743	ENSMUSG00000060961	chr5	+	89028292	89028428	89038450	89038611	88954957	89046212
6744	ENSMUSG00000060961	chr5	+	89038450	89038611	89046212	89046392	89028428	89084641
6745	ENSMUSG00000060961	chr5	+	89038450	89038611	89046212	89046365	89028428	89084641
6746	ENSMUSG00000060961	chr5	+	89179652	89179844	89197648	89197762	89170821	89199654
6752	ENSMUSG00000022012	chr14	+	77268806	77268877	77312058	77312128	77157042	77380578
6753	ENSMUSG00000022012	chr14	+	77312058	77312128	77380578	77380688	77268877	77441757
6754	ENSMUSG00000034687	chr5	+	96588078	96588222	96596782	96596923	96573045	96598888
6757	ENSMUSG00000035297	chr5	+	100541536	100541652	100543838	100543923	100537468	100547303
6758	ENSMUSG00000016833	chr5	+	100799551	100799613	100803052	100803110	100798860	100803969
6763	ENSMUSG00000028696	chr4	+	116510521	116510863	116515067	116515499	116507650	116520658
6764	ENSMUSG00000028696	chr4	+	116510529	116510863	116515067	116515499	116507650	116520658
6765	ENSMUSG00000028696	chr4	+	116515067	116515499	116520658	116520814	116510863	116524185
6766	ENSMUSG00000028696	chr4	+	116529670	116529808	116530412	116530535	116524353	116532557
6780	ENSMUSG00000029267	chr5	+	108094124	108094248	108099118	108099186	108093406	108100812
6781	ENSMUSG00000029267	chr5	+	108099118	108099186	108100812	108100983	108094248	108104019
6782	ENSMUSG00000033623	chr5	+	108478302	108478358	108486139	108486247	108475206	108487835
6783	ENSMUSG00000024985	chr19	+	55924529	55924580	55927729	55927754	55923944	55931433
6784	ENSMUSG00000024985	chr19	+	55926681	55926756	55927729	55927754	55926049	55931433
6788	ENSMUSG00000013495	chr5	+	108638236	108638490	108638666	108638705	108629900	108639471
6789	ENSMUSG00000021686	chr13	+	94443918	94444016	94445921	94445976	94440413	94446065
6790	ENSMUSG00000021686	chr13	+	94501917	94502024	94528164	94528396	94493741	94531981
6791	ENSMUSG00000018634	chr11	+	104170121	104170275	104170479	104170540	104169953	104172910
6792	ENSMUSG00000033316	chr5	+	110577439	110577620	110588241	110588408	110544942	110589768
6793	ENSMUSG00000033316	chr5	+	110614077	110614263	110615396	110615534	110602698	110617837
6794	ENSMUSG00000033316	chr5	+	110615396	110615534	110617837	110617933	110614263	110619164
6795	ENSMUSG00000033316	chr5	+	110615396	110615534	110617837	110617970	110614263	110619164
6802	ENSMUSG00000092192	chr9	+	72961257	72961391	72964090	72964236	72960729	72965168
6803	ENSMUSG00000092192	chr9	+	72961914	72962140	72964090	72964236	72961391	72965168
6804	ENSMUSG00000092192	chr9	+	72961914	72962140	72965168	72965278	72961391	72969031
6805	ENSMUSG00000092192	chr9	+	72964090	72964236	72965168	72965278	72962140	72969031
6806	ENSMUSG00000063430	chr5	+	113550422	113551334	113560900	113561085	113490940	113570636
6808	ENSMUSG00000034488	chr13	+	88944819	88944948	89042431	89042560	88822048	89094550
6809	ENSMUSG00000034488	chr13	+	88977754	88977784	89042431	89042560	88944948	89094550
6810	ENSMUSG00000034488	chr13	+	88977754	88977784	89042431	89042560	88944948	89131673
6811	ENSMUSG00000034488	chr13	+	88977754	88977784	89094550	89094664	88944948	89131673
6812	ENSMUSG00000034488	chr13	+	89042431	89042560	89094550	89094664	88944948	89131673
6813	ENSMUSG00000034488	chr13	+	89042431	89042560	89094550	89094664	88977784	89131673
6814	ENSMUSG00000029577	chr5	+	114392097	114392183	114393076	114393159	114390486	114398407
6815	ENSMUSG00000031585	chr8	+	33758555	33758738	33762009	33762103	33755959	33775943
6816	ENSMUSG00000025785	chr9	+	123118890	123118992	123127805	123127971	123113322	123130523
6817	ENSMUSG00000029538	chr5	+	115330497	115330658	115332116	115332289	115328704	115332575
6819	ENSMUSG00000028354	chr1	+	174581915	174582063	174593060	174593116	174537211	174608381
6820	ENSMUSG00000028354	chr1	+	174647105	174647193	174666642	174666704	174612651	174694186
6839	ENSMUSG00000018076	chr5	+	118593332	118593570	118671012	118671097	118560857	118680887
6840	ENSMUSG00000018076	chr5	+	118593332	118593570	118680887	118680971	118560857	118718482
6841	ENSMUSG00000018076	chr5	+	118671012	118671097	118680887	118680971	118593570	118718482
6842	ENSMUSG00000018076	chr5	+	118680887	118680971	118718482	118718628	118671097	118721374
6850	ENSMUSG00000029602	chr5	+	120659502	120659632	120662010	120662092	120655129	120662183
6854	ENSMUSG00000038774	chr10	+	50607919	50608070	50617711	50618271	50604882	50637907
6861	ENSMUSG00000054434	chr5	+	123099836	123099953	123101624	123101684	123098293	123104421
6862	ENSMUSG00000054434	chr5	+	123102253	123102349	123104421	123104511	123101684	123114101
6863	ENSMUSG00000031442	chr8	+	13013914	13013998	13014818	13014893	13013650	13017346
6870	ENSMUSG00000061882	chr5	+	123936388	123936555	123938149	123938251	123934264	123944133
6872	ENSMUSG00000052572	chr7	+	91449753	91449915	91733090	91733144	91091048	91810478
6873	ENSMUSG00000052572	chr7	+	91733090	91733144	91810478	91810529	91449915	91872375
6874	ENSMUSG00000052572	chr7	+	91733090	91733144	91900734	91900904	91449915	91939998
6875	ENSMUSG00000052572	chr7	+	91810478	91810529	91872375	91872500	91733144	91900734
6876	ENSMUSG00000052572	chr7	+	91872375	91872500	91900734	91900903	91810529	91939998
6877	ENSMUSG00000052572	chr7	+	91872375	91872500	91900734	91900904	91810529	91939998
6878	ENSMUSG00000052572	chr7	+	91997165	91997321	92040797	92040866	91968256	92088561
6879	ENSMUSG00000052572	chr7	+	92040797	92040866	92088561	92088718	91997321	92126539
6880	ENSMUSG00000052572	chr7	+	92286490	92286605	92375553	92375730	92126642	92386914
6881	ENSMUSG00000052572	chr7	+	92286490	92286605	92375553	92375730	92235224	92386914
6882	ENSMUSG00000052572	chr7	+	92375553	92375730	92386914	92386990	92286605	92417223
6883	ENSMUSG00000052572	chr7	+	92386914	92386990	92417223	92417323	92375730	92427690
6884	ENSMUSG00000052572	chr7	+	92417223	92417323	92418087	92418133	92386990	92420631
6885	ENSMUSG00000052572	chr7	+	92417223	92417323	92418087	92418133	92386990	92427690
6886	ENSMUSG00000029387	chr5	+	124594762	124594831	124595552	124595688	124592534	124595802
6887	ENSMUSG00000038011	chr5	+	124746542	124746737	124747602	124747773	124743729	124748390
6892	ENSMUSG00000030301	chr6	+	147534028	147534189	147537375	147537480	147510902	147562634
6893	ENSMUSG00000030301	chr6	+	147535587	147535791	147537375	147537480	147534189	147562634
6894	ENSMUSG00000030301	chr6	+	147537375	147537480	147562634	147562712	147535791	147575472
6895	ENSMUSG00000049971	chr5	+	127644318	127644467	127650682	127650788	127632351	127657086
6896	ENSMUSG00000049971	chr5	+	127644318	127644467	127657086	127657138	127632351	127663341
6897	ENSMUSG00000049971	chr5	+	127650682	127650788	127657086	127657138	127644467	127663341
6898	ENSMUSG00000049971	chr5	+	127677204	127677300	127689836	127689880	127664708	127690989
6899	ENSMUSG00000049971	chr5	+	127678090	127678140	127689836	127689880	127677300	127690989
6900	ENSMUSG00000049971	chr5	+	127689836	127689880	127690989	127691110	127678140	127694226
6901	ENSMUSG00000049971	chr5	+	127690989	127691110	127694226	127694325	127689880	127706862
6918	ENSMUSG00000056310	chr5	+	130258932	130259054	130262818	130262941	130255645	130266982
6919	ENSMUSG00000056310	chr5	+	130258932	130259054	130262818	130262941	130257193	130266982
6920	ENSMUSG00000056310	chr5	+	130277932	130278050	130281780	130281833	130274743	130287242
6921	ENSMUSG00000056310	chr5	+	130281780	130281833	130287242	130287361	130278050	130288852
6929	ENSMUSG00000015944	chr5	+	134125871	134125942	134135150	134135344	134100151	134135579
6935	ENSMUSG00000005374	chr5	+	135157531	135157658	135158603	135158756	135154498	135159219
6937	ENSMUSG00000030428	chr7	+	4129657	4129733	4130580	4130636	4129373	4130796
6938	ENSMUSG00000030428	chr7	+	4130580	4130636	4130796	4130889	4129733	4131290
6939	ENSMUSG00000030428	chr7	+	4133074	4133217	4133662	4133738	4131383	4133865
6944	ENSMUSG00000019494	chr5	+	138162321	138162384	138162734	138162782	138162225	138163129
6946	ENSMUSG00000036817	chr5	+	139229752	139229944	139231126	139231237	139226885	139233470
6947	ENSMUSG00000036817	chr5	+	139245328	139245444	139246692	139246860	139242027	139248069
6956	ENSMUSG00000046949	chr13	+	33966044	33966126	33968189	33968277	33964800	33972311
6957	ENSMUSG00000046949	chr13	+	33968189	33968277	33972311	33972476	33964800	33979531
6958	ENSMUSG00000046949	chr13	+	33968189	33968277	33972311	33972476	33966126	33979531
6959	ENSMUSG00000046949	chr13	+	33981424	33981538	33982447	33982549	33979662	33985315
6961	ENSMUSG00000039683	chr5	+	142046127	142046319	142051161	142051283	142038332	142081616
6963	ENSMUSG00000039206	chr5	+	143466952	143467104	143474612	143474871	143464776	143478413
6964	ENSMUSG00000039206	chr5	+	143472946	143473118	143474612	143474871	143467104	143478413
6965	ENSMUSG00000039206	chr5	+	143484225	143484352	143487147	143487231	143481757	143489926
6966	ENSMUSG00000038722	chr5	+	145144898	145145021	145146442	145146609	145142567	145147834
6967	ENSMUSG00000003037	chr8	+	72175839	72175929	72176322	72176388	72174603	72177619
6968	ENSMUSG00000024068	chr17	+	74374122	74374202	74375082	74375125	74373754	74377040
6972	ENSMUSG00000029635	chr5	+	146271594	146271735	146283628	146283686	146259580	146286107
6973	ENSMUSG00000029635	chr5	+	146292623	146292767	146295162	146295232	146286239	146296358
6974	ENSMUSG00000029635	chr5	+	146292638	146292767	146295162	146295232	146286239	146296358
6975	ENSMUSG00000029636	chr5	+	146421917	146422005	146435324	146435467	146385338	146451870
6981	ENSMUSG00000029647	chr5	+	147488110	147488258	147503084	147503202	147455188	147519504
6982	ENSMUSG00000029647	chr5	+	147488110	147488258	147519504	147519752	147455188	147521829
6983	ENSMUSG00000029647	chr5	+	147503084	147503202	147519504	147519752	147488258	147521829
6984	ENSMUSG00000029647	chr5	+	147531216	147531307	147536400	147536540	147530120	147539242
6985	ENSMUSG00000079614	chr18	+	67779204	67779255	67783914	67784061	67775120	67784886
6988	ENSMUSG00000034021	chr5	+	150716402	150716529	150719822	150720026	150673953	150722294
6990	ENSMUSG00000027646	chr2	+	157465872	157466028	157467430	157467610	157464778	157468482
6991	ENSMUSG00000063434	chr19	+	48487389	48487489	48535454	48535613	48398763	48603842
6992	ENSMUSG00000063434	chr19	+	48693820	48694000	48704217	48704364	48683656	48705908
6993	ENSMUSG00000028613	chr4	+	107848280	107848403	107851307	107851427	107847566	107851499
6994	ENSMUSG00000029757	chr6	+	5784438	5784498	5800774	5800890	5769791	5905104
6995	ENSMUSG00000029757	chr6	+	5800774	5800890	5905104	5905194	5784498	5913315
6996	ENSMUSG00000029757	chr6	+	5961840	5961987	5966702	5966816	5923290	5969373
7002	ENSMUSG00000029563	chr6	+	15196950	15197128	15286680	15286770	15084575	15376688
7003	ENSMUSG00000015733	chr6	+	17648519	17648583	17650002	17650054	17637160	17654105
7004	ENSMUSG00000054728	chr13	+	42956616	42956781	43037449	43037530	42709850	43057178
7005	ENSMUSG00000054728	chr13	+	43037449	43037530	43057178	43057346	42956781	43077654
7015	ENSMUSG00000029769	chr6	+	29412901	29413087	29414785	29414980	29412534	29415430
7016	ENSMUSG00000029769	chr6	+	29414785	29414980	29415430	29415655	29413087	29417071
7017	ENSMUSG00000040987	chr7	+	18855939	18856203	18856405	18856681	18840091	18858140
7021	ENSMUSG00000039629	chr6	+	29944425	29944492	29953348	29953453	29941939	29955431
7022	ENSMUSG00000039629	chr6	+	29953348	29953453	29955431	29955636	29944492	29956657
7024	ENSMUSG00000087380	chr6	+	31285002	31285120	31328288	31328389	31220519	31335990
7025	ENSMUSG00000029390	chr5	+	124542971	124543164	124546895	124547003	124541041	124549080
7031	ENSMUSG00000027598	chr2	+	155138195	155138272	155157773	155157975	155133585	155163392
7032	ENSMUSG00000027598	chr2	+	155138195	155138272	155163392	155163483	155133585	155168683
7033	ENSMUSG00000027598	chr2	+	155163392	155163483	155168683	155168825	155138272	155172456
7039	ENSMUSG00000038759	chr6	+	35188623	35188768	35189095	35189255	35186604	35189854
7042	ENSMUSG00000029833	chr6	+	37915164	37915297	37919373	37919490	37908364	37927525
7043	ENSMUSG00000029833	chr6	+	37919373	37919490	37927525	37927640	37915297	37931353
7044	ENSMUSG00000029833	chr6	+	37927525	37927640	37931353	37931500	37919490	37943412
7045	ENSMUSG00000056832	chr6	+	38387596	38387711	38389981	38390031	38385525	38391418
7046	ENSMUSG00000029823	chr6	+	38559203	38559304	38565654	38565722	38551908	38568846
7047	ENSMUSG00000029823	chr6	+	38559203	38559304	38568846	38568917	38551908	38570509
7048	ENSMUSG00000029823	chr6	+	38559203	38559304	38565654	38565722	38558075	38568846
7049	ENSMUSG00000029823	chr6	+	38559203	38559304	38568846	38568917	38558075	38570509
7050	ENSMUSG00000029823	chr6	+	38565654	38565722	38568846	38568917	38559304	38570509
7054	ENSMUSG00000031753	chr8	+	110849867	110849950	110851335	110851450	110847209	110852285
7055	ENSMUSG00000031753	chr8	+	110859885	110859944	110863250	110863384	110858694	110865976
7056	ENSMUSG00000031753	chr8	+	110874145	110874208	110879005	110879122	110868367	110879632
7063	ENSMUSG00000029686	chr6	+	47516474	47516523	47517101	47517233	47515085	47518164
7073	ENSMUSG00000029836	chr6	+	51471815	51471868	51475230	51475373	51470739	51478437
7074	ENSMUSG00000029836	chr6	+	51475230	51475373	51478437	51478600	51471868	51481723
7075	ENSMUSG00000018995	chr7	+	96973481	96973562	97002797	97002892	96959811	97023617
7076	ENSMUSG00000018995	chr7	+	97002797	97002892	97023617	97023750	96973562	97031337
7077	ENSMUSG00000018995	chr7	+	97035230	97035297	97039898	97040036	97031436	97057447
7079	ENSMUSG00000086040	chr6	+	54452825	54453005	54481784	54481917	54429860	54483824
7080	ENSMUSG00000086040	chr6	+	54489007	54489109	54496479	54496556	54488030	54500992
7081	ENSMUSG00000005225	chr6	+	54615214	54615370	54616632	54616757	54613208	54619193
7082	ENSMUSG00000032293	chr9	+	54883896	54884115	54885874	54885944	54882456	54886489
7083	ENSMUSG00000032293	chr9	+	54906800	54906923	54908741	54908927	54906716	54909630
7091	ENSMUSG00000042213	chr6	+	116274815	116275025	116284739	116284815	116273872	116285853
7092	ENSMUSG00000042213	chr6	+	116285853	116285921	116305616	116305761	116273872	116313844
7093	ENSMUSG00000027430	chr2	+	144603787	144603878	144617191	144617427	144600091	144635757
7094	ENSMUSG00000027430	chr2	+	144617191	144617427	144635757	144635864	144603878	144746900
7095	ENSMUSG00000027430	chr2	+	144635757	144635864	144746900	144747073	144617427	144768210
7096	ENSMUSG00000031865	chr6	+	83183935	83183956	83186427	83186445	83183333	83187763
7097	ENSMUSG00000031865	chr6	+	83183935	83183956	83187763	83187784	83183333	83189076
7098	ENSMUSG00000022240	chr15	+	30332009	30332146	30480781	30480894	30173163	30619221
7099	ENSMUSG00000022240	chr15	+	30480781	30480894	30619221	30619253	30332146	30619822
7100	ENSMUSG00000022240	chr15	+	30905659	30905833	30920711	30920786	30887279	30921854
7104	ENSMUSG00000041765	chr14	+	121973608	121973732	121983267	121983315	121908320	121994224
7108	ENSMUSG00000052852	chr6	+	71756363	71756436	71761364	71761441	71708001	71773187
7109	ENSMUSG00000052852	chr6	+	71756363	71756436	71773187	71773308	71708001	71780721
7110	ENSMUSG00000052852	chr6	+	71780721	71780835	71795146	71795324	71773308	71807790
7111	ENSMUSG00000056091	chr6	+	72128263	72128387	72132051	72132163	72097782	72142139
7112	ENSMUSG00000056091	chr6	+	72132051	72132163	72142139	72142483	72128387	72147068
7113	ENSMUSG00000056091	chr6	+	72142139	72142483	72147068	72147255	72132163	72149018
7114	ENSMUSG00000056091	chr6	+	72147068	72147255	72149018	72149177	72142483	72153430
7117	ENSMUSG00000034940	chr11	+	84002172	84002235	84008617	84009550	84001970	84019590
7118	ENSMUSG00000034940	chr11	+	84008617	84009550	84019590	84019953	84002235	84023260
7119	ENSMUSG00000034940	chr11	+	84019359	84019953	84023260	84023424	84009550	84024277
7120	ENSMUSG00000034940	chr11	+	84019590	84019953	84023260	84023424	84009550	84024277
7123	ENSMUSG00000068328	chr6	+	83056066	83056140	83056367	83056434	83055970	83056541
7124	ENSMUSG00000068328	chr6	+	83056977	83057093	83057275	83057394	83056878	83057497
7127	ENSMUSG00000030030	chr6	+	83160911	83161133	83161215	83161437	83156590	83161556
7130	ENSMUSG00000034744	chr6	+	83796906	83796991	83797176	83797275	83795282	83797955
7131	ENSMUSG00000034744	chr6	+	83796906	83796991	83797176	83797275	83795374	83797955
7132	ENSMUSG00000030016	chr6	+	83954710	83954761	83958183	83958252	83953387	83959930
7144	ENSMUSG00000071337	chr6	+	86419100	86419133	86419693	86419812	86418932	86420323
7145	ENSMUSG00000071337	chr6	+	86426566	86426690	86427672	86427818	86425745	86430240
7147	ENSMUSG00000018796	chr8	+	46521267	46521345	46521409	46521487	46519034	46524942
7148	ENSMUSG00000018796	chr8	+	46530969	46531086	46531787	46531931	46530475	46533365
7149	ENSMUSG00000030079	chr6	+	88467565	88467652	88473076	88473209	88465668	88479126
7150	ENSMUSG00000033174	chr6	+	88725700	88725845	88764595	88764702	88724571	88808010
7151	ENSMUSG00000033174	chr6	+	88764595	88764702	88808010	88808147	88725845	88809335
7152	ENSMUSG00000002871	chr6	+	88906537	88906712	88907575	88907826	88906078	88907940
7153	ENSMUSG00000002871	chr6	+	88910340	88910401	88910547	88910650	88910261	88910796
7154	ENSMUSG00000039361	chr7	+	90182218	90182368	90189149	90189257	90177603	90191140
7155	ENSMUSG00000039361	chr7	+	90189149	90189257	90191140	90191272	90182368	90191358
7161	ENSMUSG00000037257	chr9	+	63619147	63619231	63635304	63635387	63617597	63636383
7162	ENSMUSG00000037257	chr9	+	63639039	63639144	63639592	63639642	63636483	63640206
7163	ENSMUSG00000030089	chr6	+	90626379	90626451	90633610	90633755	90624919	90635249
7164	ENSMUSG00000030089	chr6	+	90633610	90633755	90635249	90635396	90626451	90636856
7165	ENSMUSG00000003039	chr8	+	72219940	72220082	72221927	72221981	72219860	72222181
7186	ENSMUSG00000059187	chr6	+	96115633	96115754	96523334	96523475	96113586	96649061
7187	ENSMUSG00000059187	chr6	+	96523334	96523475	96649061	96649186	96115754	96654766
7192	ENSMUSG00000030235	chr6	+	141542091	141542238	141544732	141544831	141540183	141546676
7193	ENSMUSG00000030074	chr6	+	100733180	100733370	100750397	100750529	100705124	100783108
7194	ENSMUSG00000064293	chr6	+	105840416	105840560	105924768	105924824	105677890	106124251
7195	ENSMUSG00000064293	chr6	+	105840416	105840560	105924768	105924824	105677890	106181682
7196	ENSMUSG00000064293	chr6	+	105924768	105924824	106124251	106124309	105840560	106181682
7197	ENSMUSG00000064293	chr6	+	105924768	105924824	106181682	106181830	105840560	106344738
7198	ENSMUSG00000064293	chr6	+	106124251	106124309	106181682	106181830	105924824	106344738
7199	ENSMUSG00000064293	chr6	+	106437867	106437963	106489592	106489790	106353780	106506137
7200	ENSMUSG00000064293	chr6	+	106525360	106525490	106550365	106550516	106523640	106618281
7201	ENSMUSG00000064293	chr6	+	106674583	106674654	106675734	106675969	106672936	106678340
7204	ENSMUSG00000030102	chr6	+	108236977	108237085	108241263	108241334	108214278	108339506
7205	ENSMUSG00000030102	chr6	+	108523287	108523448	108541902	108542064	108519450	108549752
7206	ENSMUSG00000079426	chr6	+	113380725	113380844	113381962	113382074	113378208	113384081
7209	ENSMUSG00000030314	chr6	+	114684400	114684517	114686069	114686219	114680239	114695622
7211	ENSMUSG00000009394	chr6	+	115274195	115274256	115278100	115278353	115263981	115281087
7214	ENSMUSG00000030323	chr6	+	115862714	115862781	115864364	115864449	115853709	115875243
7217	ENSMUSG00000024104	chr6	+	116226423	116226486	116227345	116227534	116225033	116229222
7218	ENSMUSG00000024104	chr6	+	116254412	116254493	116255048	116255168	116254218	116256226
7219	ENSMUSG00000024104	chr6	+	116255048	116255168	116256226	116256289	116254493	116256615
7220	ENSMUSG00000024104	chr6	+	116256226	116256289	116256615	116256828	116255168	116258641
7225	ENSMUSG00000041477	chr6	+	119180064	119180105	119183649	119183777	119175442	119198927
7226	ENSMUSG00000041477	chr6	+	119183649	119183777	119198927	119198994	119180105	119200821
7229	ENSMUSG00000030166	chr6	+	119911047	119911141	119913001	119913103	119902835	119914169
7230	ENSMUSG00000030166	chr6	+	119911047	119911141	119914169	119914237	119902835	119915233
7231	ENSMUSG00000030166	chr6	+	119911047	119911141	119915966	119916042	119902835	119918586
7232	ENSMUSG00000030166	chr6	+	119915233	119915352	119915966	119916042	119914237	119918586
7234	ENSMUSG00000022957	chr16	+	91850805	91850965	91853694	91853900	91848969	91854572
7235	ENSMUSG00000022957	chr16	+	91858208	91858375	91863256	91863378	91854655	91868019
7239	ENSMUSG00000002205	chr7	+	44759699	44759894	44760877	44760942	44757895	44762990
7240	ENSMUSG00000030148	chr6	+	123139250	123139408	123140655	123140768	123128053	123142362
7241	ENSMUSG00000026439	chr1	+	132484745	132484801	132484801	132484918	132484077	132489587
7242	ENSMUSG00000026439	chr1	+	132484745	132484801	132484801	132484918	132484077	132492552
7245	ENSMUSG00000038346	chr6	+	125024032	125024270	125024504	125024552	125023749	125024745
7250	ENSMUSG00000020661	chr12	+	3835026	3835260	3849634	3849739	3806602	3865984
7251	ENSMUSG00000020661	chr12	+	3902665	3902814	3904139	3904225	3902471	3905592
7256	ENSMUSG00000019907	chr10	+	108252756	108252924	108253324	108253495	108251944	108259755
7257	ENSMUSG00000019907	chr10	+	108253324	108253495	108259755	108259846	108252924	108260835
7258	ENSMUSG00000040242	chr6	+	146585681	146585818	146588739	146588857	146578208	146589893
7259	ENSMUSG00000040187	chr6	+	146825166	146825228	146827215	146827324	146823244	146828098
7267	ENSMUSG00000069806	chr7	+	3336555	3336780	3338444	3338531	3333036	3338885
7268	ENSMUSG00000008373	chr7	+	3630557	3630742	3630844	3630905	3630056	3632667
7272	ENSMUSG00000006333	chr7	+	3704326	3704448	3705732	3705919	3704064	3706650
7275	ENSMUSG00000059851	chr7	+	4743246	4743266	4745801	4745938	4743110	4746076
7277	ENSMUSG00000030435	chr7	+	5066402	5066538	5067209	5067254	5062336	5067543
7278	ENSMUSG00000035203	chr7	+	5083729	5083982	5089918	5090168	5080477	5092840
7305	ENSMUSG00000040268	chr7	+	130885402	130885448	130892180	130892278	130882386	130897324
7306	ENSMUSG00000040268	chr7	+	130885402	130885448	130892180	130892278	130882386	130900516
7307	ENSMUSG00000040268	chr7	+	130885402	130885448	130897324	130897450	130882386	130900516
7308	ENSMUSG00000040268	chr7	+	130892180	130892278	130897324	130897450	130882386	130900516
7309	ENSMUSG00000040268	chr7	+	130892180	130892278	130897324	130897450	130885448	130900516
7310	ENSMUSG00000040268	chr7	+	130897324	130897450	130900516	130900660	130892278	130902176
7311	ENSMUSG00000040268	chr7	+	130900516	130900660	130902176	130902245	130897450	130904869
7318	ENSMUSG00000033961	chr7	+	12978997	12979378	12979450	12979646	12978112	12979884
7319	ENSMUSG00000027668	chr3	+	32538269	32538432	32542805	32542930	32534373	32544066
7320	ENSMUSG00000027668	chr3	+	32542805	32542930	32544066	32544175	32538432	32546587
7321	ENSMUSG00000029658	chr5	+	149552418	149552488	149563215	149563245	149544859	149564182
7322	ENSMUSG00000029658	chr5	+	149552418	149552488	149563215	149563308	149544859	149564357
7323	ENSMUSG00000029578	chr5	+	142638201	142638284	142655847	142656017	142629832	142658191
7324	ENSMUSG00000037541	chr7	+	144186819	144186989	144192416	144192530	144180073	144259064
7325	ENSMUSG00000037541	chr7	+	144396637	144396646	144398240	144398261	144396431	144405329
7326	ENSMUSG00000037541	chr7	+	144405329	144405460	144409461	144411868	144396431	144420558
7327	ENSMUSG00000037541	chr7	+	144407120	144407232	144408055	144408076	144405460	144409461
7328	ENSMUSG00000006024	chr7	+	16112583	16112630	16113111	16113189	16109167	16113349
7329	ENSMUSG00000006021	chr7	+	16120489	16120572	16120869	16120924	16120181	16123034
7330	ENSMUSG00000030376	chr7	+	16133828	16134519	16140503	16141168	16130421	16144930
7331	ENSMUSG00000030376	chr7	+	16140503	16141168	16144930	16145353	16134519	16150340
7333	ENSMUSG00000030374	chr7	+	16823005	16823079	16824138	16824217	16822599	16826463
7334	ENSMUSG00000030374	chr7	+	16824138	16824217	16826463	16826661	16823079	16828674
7335	ENSMUSG00000030374	chr7	+	16831024	16831138	16831485	16831580	16830485	16832925
7336	ENSMUSG00000030374	chr7	+	16831345	16831580	16832925	16833101	16831138	16833177
7337	ENSMUSG00000030374	chr7	+	16831464	16831580	16832925	16833101	16831138	16833177
7338	ENSMUSG00000030374	chr7	+	16831485	16831580	16832925	16833101	16831138	16833177
7345	ENSMUSG00000030411	chr7	+	18942215	18942359	18950452	18950619	18926164	18957535
7346	ENSMUSG00000030410	chr7	+	19080041	19081301	19081918	19081993	19078237	19082275
7348	ENSMUSG00000040811	chr7	+	19186260	19186371	19190717	19190813	19186171	19191583
7349	ENSMUSG00000040811	chr7	+	19202508	19202596	19202976	19203072	19201653	19203901
7351	ENSMUSG00000027236	chr2	+	122047435	122047550	122050486	122050648	122041673	122051741
7352	ENSMUSG00000027236	chr2	+	122050486	122050648	122051741	122051815	122047550	122051966
7353	ENSMUSG00000033597	chr17	+	24496119	24496217	24496425	24496571	24496017	24496653
7354	ENSMUSG00000033597	chr17	+	24496425	24496571	24496653	24496749	24496217	24496863
7355	ENSMUSG00000033597	chr17	+	24499060	24499169	24499252	24499347	24498966	24499502
7356	ENSMUSG00000063297	chr7	+	55075025	55075088	55167199	55167262	55063350	55172195
7357	ENSMUSG00000063297	chr7	+	55167199	55167262	55172195	55172258	55075088	55206686
7358	ENSMUSG00000063297	chr7	+	55172195	55172258	55206686	55206761	55167262	55211721
7359	ENSMUSG00000008036	chr7	+	16743218	16743368	16747260	16747374	16738538	16748688
7360	ENSMUSG00000029516	chr5	+	115952451	115952649	115961143	115961197	115948081	115967887
7361	ENSMUSG00000030868	chr7	+	122134168	122134237	122135051	122135170	122133181	122138247
7362	ENSMUSG00000030868	chr7	+	122135051	122135170	122138247	122138359	122134237	122143784
7363	ENSMUSG00000030868	chr7	+	122138247	122138359	122143784	122143887	122135170	122148056
7371	ENSMUSG00000054162	chr8	+	63113542	63113588	63143898	63144013	62951988	63220639
7372	ENSMUSG00000054162	chr8	+	63345664	63345886	63348919	63348982	63328983	63352180
7374	ENSMUSG00000005907	chr5	+	3607666	3607786	3609853	3609977	3606410	3610178
